species_confirmed,species_full,lineage,sample,leaf_age,biological_rep,site_revised,date,ID,Latitude,Longitude
eucnit,Eucalyptus nitida,Eucalyptus,T146,mid,1,TAS_Frodshams_Pass,150306,eucnit_66,-42.77492,146.39731
eucnit,Eucalyptus nitida,Eucalyptus,T166,mid,3,TAS_Red_Knoll,150307,eucnit_67,-43.03746,146.27668
eucnit,Eucalyptus nitida,Eucalyptus,T149,new,2,TAS_Frodshams_Pass,150306,eucnit_66,-42.77492,146.39731
eucnit,Eucalyptus nitida,Eucalyptus,T165,new,3,TAS_Red_Knoll,150307,eucnit_67,-43.03746,146.27668
eucnit,Eucalyptus nitida,Eucalyptus,T157,new,1,TAS_Red_Knoll,150307,eucnit_67,-43.03746,146.27668
eucnit,Eucalyptus nitida,Eucalyptus,T158,mid,1,TAS_Red_Knoll,150307,eucnit_67,-43.03746,146.27668
eucnit,Eucalyptus nitida,Eucalyptus,T162,mid,2,TAS_Red_Knoll,150307,eucnit_67,-43.03746,146.27668
eucnit,Eucalyptus nitida,Eucalyptus,T163,old,2,TAS_Red_Knoll,150307,eucnit_67,-43.03746,146.27668
eucnit,Eucalyptus nitida,Eucalyptus,T147,old,1,TAS_Frodshams_Pass,150306,eucnit_66,-42.77492,146.39731
eucnit,Eucalyptus nitida,Eucalyptus,T167,old,3,TAS_Red_Knoll,150307,eucnit_67,-43.03746,146.27668
eucnit,Eucalyptus nitida,Eucalyptus,T153,new,3,TAS_Frodshams_Pass,150306,eucnit_66,-42.77492,146.39731
eucnit,Eucalyptus nitida,Eucalyptus,T154,mid,3,TAS_Frodshams_Pass,150306,eucnit_66,-42.77492,146.39731
eucnit,Eucalyptus nitida,Eucalyptus,T155,old,3,TAS_Frodshams_Pass,150306,eucnit_66,-42.77492,146.39731
eucobl,Eucalyptus oblonga,Eucalyptus,KG117,old,2,NSW_Kuringai_bottom,140613,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG118,mid,2,NSW_Kuringai_bottom,140613,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG137,old,3,NSW_Kuringai_bottom,140617,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG105,old,1,NSW_Kuringai_bottom,140612,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG107,new,1,NSW_Kuringai_bottom,140612,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG138,mid,3,NSW_Kuringai_bottom,140617,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG106,mid,1,NSW_Kuringai_bottom,140612,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG119,new,2,NSW_Kuringai_bottom,140613,eucobl_68,-33.68188,151.14428
eucobl,Eucalyptus oblonga,Eucalyptus,KG139,new,3,NSW_Kuringai_bottom,140617,eucobl_68,-33.68188,151.14428
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL131,mid,1,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL130,new,1,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL135,old,2,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL132,old,1,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL133,new,2,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL134,mid,2,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL136,new,3,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL137,mid,3,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpla,Eucalyptus platyphylla,Symphyomyrtus,QL138,old,3,QLD_Cardwell_S,150809,eucpla_69,-18.43758,146.13636
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL412,old,2,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL406,new,1,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL407,mid,1,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL408,old,1,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL410,new,2,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL411,mid,2,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL414,new,3,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL415,mid,3,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpru,Eucalyptus pruinosa,Symphyomyrtus,QL416,old,3,QLD_Lawn_Hill,150825,eucpru_70,-19.04745,138.8575
eucpun,Eucalyptus punctata,Symphyomyrtus,YG043,new,1,NSW_Yengo_N,140420,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG044,mid,1,NSW_Yengo_N,140420,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG074,old,2,NSW_Yengo_N,140525,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG075,mid,2,NSW_Yengo_N,140525,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG076,new,2,NSW_Yengo_N,140525,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG077,old,2,NSW_Yengo_N,140525,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG129,new,3,NSW_Yengo_N,140608,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG127,old,3,NSW_Yengo_N,140608,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG128,mid,3,NSW_Yengo_N,140608,eucpun_71,-32.78244,150.92318
eucpun,Eucalyptus punctata,Symphyomyrtus,YG045,old,1,NSW_Yengo_N,140420,eucpun_71,-32.78244,150.92318
eucrub,Eucalyptus rubida,Symphyomyrtus,T241,new,1,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T242,mid,1,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T243,old,1,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T381,mid,3,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T245,new,3,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T246,mid,3,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T247,old,3,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T382,old,3,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T251,old,2,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T372,new,1,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T373,mid,1,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T374,old,1,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T376,new,2,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T377,mid,2,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T378,old,2,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T380,new,3,TAS_Mt_Canopus,150312,eucrub_73,-42.84638,147.43151
eucrub,Eucalyptus rubida,Symphyomyrtus,T249,new,2,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucrub,Eucalyptus rubida,Symphyomyrtus,T250,mid,2,TAS_Bothwell,150309,eucrub_72,-42.38268,147.06002
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH055,new,1,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH056,mid,1,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH057,old,1,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH059,new,2,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH061,old,2,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH063,new,3,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH064,mid,3,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH065,old,3,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucsoc,Eucalyptus socialis,Symphyomyrtus,RH060,mid,2,NSW_Round_Hill,150406,eucsoc_74,-33.03783,146.20221
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG072,old,1,NSW_Yengo_N,140525,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG070,new,1,NSW_Yengo_N,140525,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG071,mid,1,NSW_Yengo_N,140525,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG120,mid,2,NSW_Yengo_N,140607,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG121,new,2,NSW_Yengo_N,140607,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG136,mid,3,NSW_Yengo_N,140608,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG137,new,3,NSW_Yengo_N,140608,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG135,old,3,NSW_Yengo_N,140608,eucspa_75,-32.78244,150.92318
eucspa,Eucalyptus sparsifolia,Eucalyptus,YG118,old,2,NSW_Yengo_N,140607,eucspa_75,-32.78244,150.92318
eucten,Eucalyptus tenuiramis,Eucalyptus,T221,new,2,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T399,old,1,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T402,mid,2,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T222,mid,2,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T217,new,1,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T218,mid,1,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T225,new,3,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T226,mid,3,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T223,old,2,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T401,new,2,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T398,mid,1,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T397,new,1,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T406,mid,3,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T407,old,3,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T405,new,3,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T403,old,2,TAS_Tasman_Peninsula,150312,eucten_77,-43.04191,147.95053
eucten,Eucalyptus tenuiramis,Eucalyptus,T219,old,1,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucten,Eucalyptus tenuiramis,Eucalyptus,T227,old,3,TAS_Bothwell,150308,eucten_76,-42.38268,147.06002
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL228,new,2,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL229,old,1,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL230,mid,2,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL227,mid,1,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL232,new,3,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL233,mid,3,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL234,old,3,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL231,old,2,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
eucter,Eucalyptus tereticornis,Symphyomyrtus,QL226,new,1,QLD_Blencoe_Falls,150816,eucter_78,-18.22401,145.52532
