species_confirmed,Latitude,Longitude,sample,leaf_age,biological_rep,site_revised,date,ID
eucdum,-32.96,146.16,RH007,old,2,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH009,new,3,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH001,new,1,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH008,sen,2,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH004,sen,1,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH012,sen,3,NSW_Round_Hill,150405,eucdum_60
eucfib,-18.38,146.08,QL151,new,2,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL153,old,2,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL150,old,1,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL149,mid,1,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL152,mid,2,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL154,new,3,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL155,mid,3,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL148,new,1,QLD_Cardwell_N,150810,eucfib_61
eucfib,-18.38,146.08,QL156,old,3,QLD_Cardwell_N,150810,eucfib_61
eucgil,-31.08,141.71,RH097,mid,1,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH101,old,2,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH098,old,1,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH100,mid,2,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH099,new,2,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH103,mid,3,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH102,new,3,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH104,old,3,NSW_Fowlers_Gap,150409,eucgil_62
eucgil,-31.08,141.71,RH096,new,1,NSW_Fowlers_Gap,150409,eucgil_62
eucglo,-42.12,148.34,T336,mid,2,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T341,old,3,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T340,mid,3,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T331,new,1,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T332,mid,1,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T339,new,3,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T333,old,1,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T335,new,2,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T337,old,2,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T342,sen,3,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T338,sen,2,TAS_Freycinet,150311,eucglo_63
eucglo,-42.12,148.34,T334,sen,1,TAS_Freycinet,150311,eucglo_63
euchae,-33.69,151.15,KG022,old,1,NSW_Kuringai_top,140603,euchae_64
euchae,-33.69,151.15,KG024,new,1,NSW_Kuringai_top,140603,euchae_64
euchae,-33.69,151.15,KG023,mid,1,NSW_Kuringai_top,140603,euchae_64
euchae,-33.69,151.15,KG021,sen,1,NSW_Kuringai_top,140603,euchae_64
euchae,-33.69,151.15,KG049,old,2,NSW_Kuringai_top,140604,euchae_64
euchae,-33.69,151.15,KG050,mid,2,NSW_Kuringai_top,140604,euchae_64
euchae,-33.69,151.15,KG051,new,2,NSW_Kuringai_top,140604,euchae_64
euchae,-33.69,151.15,KG048,sen,2,NSW_Kuringai_top,140604,euchae_64
euchae,-33.69,151.15,KG081,old,3,NSW_Kuringai_top,140611,euchae_64
euchae,-33.69,151.15,KG083,new,3,NSW_Kuringai_top,140611,euchae_64
euchae,-33.69,151.15,KG082,mid,3,NSW_Kuringai_top,140611,euchae_64
euchae,-33.69,151.15,KG080,sen,3,NSW_Kuringai_top,140611,euchae_64
eucmed,-18.3,145.49,QL307,new,2,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL305,mid,1,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL306,old,1,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL304,new,1,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL308,mid,2,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL312,old,3,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL309,old,2,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL310,new,3,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL311,mid,3,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL301,sen,1,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL302,sen,2,QLD_Princess_Hill,150819,eucmed_65
eucmed,-18.3,145.49,QL303,sen,3,QLD_Princess_Hill,150819,eucmed_65
eucnit,-42.77,146.4,T153,new,3,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T149,new,2,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T146,mid,1,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T151,old,2,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T155,old,3,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T145,new,1,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T150,mid,2,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T154,mid,3,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T147,old,1,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T156,sen,3,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T152,sen,2,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-42.77,146.4,T148,sen,1,TAS_Frodshams_Pass,150306,eucnit_66
eucnit,-43.04,146.28,T162,mid,2,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T166,mid,3,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T157,new,1,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T161,new,2,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T163,old,2,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T158,mid,1,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T165,new,3,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T159,old,1,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T167,old,3,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T164,sen,2,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T160,sen,1,TAS_Red_Knoll,150307,eucnit_67
eucnit,-43.04,146.28,T168,sen,3,TAS_Red_Knoll,150307,eucnit_67
eucobl,-33.68,151.14,KG106,mid,1,NSW_Kuringai_bottom,140612,eucobl_68
eucobl,-33.68,151.14,KG107,new,1,NSW_Kuringai_bottom,140612,eucobl_68
eucobl,-33.68,151.14,KG105,old,1,NSW_Kuringai_bottom,140612,eucobl_68
eucobl,-33.68,151.14,KG104,sen,1,NSW_Kuringai_bottom,140612,eucobl_68
eucobl,-33.68,151.14,KG119,new,2,NSW_Kuringai_bottom,140613,eucobl_68
eucobl,-33.68,151.14,KG117,old,2,NSW_Kuringai_bottom,140613,eucobl_68
eucobl,-33.68,151.14,KG118,mid,2,NSW_Kuringai_bottom,140613,eucobl_68
eucobl,-33.68,151.14,KG116,sen,2,NSW_Kuringai_bottom,140613,eucobl_68
eucobl,-33.68,151.14,KG137,old,3,NSW_Kuringai_bottom,140617,eucobl_68
eucobl,-33.68,151.14,KG139,new,3,NSW_Kuringai_bottom,140617,eucobl_68
eucobl,-33.68,151.14,KG138,mid,3,NSW_Kuringai_bottom,140617,eucobl_68
eucobl,-33.68,151.14,KG136,sen,3,NSW_Kuringai_bottom,140617,eucobl_68
eucobl,-33.68,151.14,KG144,sen,3,NSW_Kuringai_bottom,140617,eucobl_68
eucpla,-18.44,146.14,QL137,mid,3,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL132,old,1,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL136,new,3,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL134,mid,2,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL135,old,2,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL131,mid,1,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL133,new,2,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL130,new,1,QLD_Cardwell_S,150809,eucpla_69
eucpla,-18.44,146.14,QL138,old,3,QLD_Cardwell_S,150809,eucpla_69
eucpru,-19.05,138.86,QL415,mid,3,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL408,old,1,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL411,mid,2,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL406,new,1,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL407,mid,1,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL412,old,2,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL416,old,3,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL414,new,3,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL410,new,2,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL413,sen,2,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL409,sen,1,QLD_Lawn_Hill,150825,eucpru_70
eucpru,-19.05,138.86,QL417,sen,3,QLD_Lawn_Hill,150825,eucpru_70
eucpun,-32.78,150.92,YG045,old,1,NSW_Yengo_N,140420,eucpun_71
eucpun,-32.78,150.92,YG044,mid,1,NSW_Yengo_N,140420,eucpun_71
eucpun,-32.78,150.92,YG043,new,1,NSW_Yengo_N,140420,eucpun_71
eucpun,-32.78,150.92,YG042,sen,1,NSW_Yengo_N,140420,eucpun_71
eucpun,-32.78,150.92,YG077,old,2,NSW_Yengo_N,140525,eucpun_71
eucpun,-32.78,150.92,YG076,new,2,NSW_Yengo_N,140525,eucpun_71
eucpun,-32.78,150.92,YG075,mid,2,NSW_Yengo_N,140525,eucpun_71
eucpun,-32.78,150.92,YG073,sen,2,NSW_Yengo_N,140525,eucpun_71
eucpun,-32.78,150.92,YG074,old,2,NSW_Yengo_N,140525,eucpun_71
eucpun,-32.78,150.92,YG128,mid,3,NSW_Yengo_N,140608,eucpun_71
eucpun,-32.78,150.92,YG129,new,3,NSW_Yengo_N,140608,eucpun_71
eucpun,-32.78,150.92,YG127,old,3,NSW_Yengo_N,140608,eucpun_71
eucpun,-32.78,150.92,YG126,sen,3,NSW_Yengo_N,140608,eucpun_71
eucrub,-42.38,147.06,T243,old,1,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T245,new,3,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T242,mid,1,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T241,new,1,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T249,new,2,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T246,mid,3,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T251,old,2,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T250,mid,2,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T247,old,3,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T248,sen,3,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T252,sen,2,TAS_Bothwell,150309,eucrub_72
eucrub,-42.38,147.06,T244,sen,1,TAS_Bothwell,150309,eucrub_72
eucrub,-42.85,147.43,T372,new,1,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T382,old,3,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T376,new,2,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T377,mid,2,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T378,old,2,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T380,new,3,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T373,mid,1,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T374,old,1,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T381,mid,3,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T383,sen,3,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T375,sen,1,TAS_Mt_Canopus,150312,eucrub_73
eucrub,-42.85,147.43,T379,sen,2,TAS_Mt_Canopus,150312,eucrub_73
eucsoc,-33.04,146.2,RH056,mid,1,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH063,new,3,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH065,old,3,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH060,mid,2,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH061,old,2,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH059,new,2,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH057,old,1,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH055,new,1,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH064,mid,3,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH062,sen,3,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH054,sen,1,NSW_Round_Hill,150406,eucsoc_74
eucsoc,-33.04,146.2,RH058,sen,2,NSW_Round_Hill,150406,eucsoc_74
eucspa,-32.78,150.92,YG072,old,1,NSW_Yengo_N,140525,eucspa_75
eucspa,-32.78,150.92,YG070,new,1,NSW_Yengo_N,140525,eucspa_75
eucspa,-32.78,150.92,YG071,mid,1,NSW_Yengo_N,140525,eucspa_75
eucspa,-32.78,150.92,YG069,sen,1,NSW_Yengo_N,140525,eucspa_75
eucspa,-32.78,150.92,YG121,new,1,NSW_Yengo_N,140607,eucspa_75
eucspa,-32.78,150.92,YG118,old,1,NSW_Yengo_N,140607,eucspa_75
eucspa,-32.78,150.92,YG120,mid,1,NSW_Yengo_N,140607,eucspa_75
eucspa,-32.78,150.92,YG119,sen,1,NSW_Yengo_N,140607,eucspa_75
eucspa,-32.78,150.92,YG135,old,2,NSW_Yengo_N,140608,eucspa_75
eucspa,-32.78,150.92,YG136,mid,2,NSW_Yengo_N,140608,eucspa_75
eucspa,-32.78,150.92,YG137,new,2,NSW_Yengo_N,140608,eucspa_75
eucspa,-32.78,150.92,YG134,sen,2,NSW_Yengo_N,140608,eucspa_75
eucten,-42.38,147.06,T219,old,1,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T221,new,2,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T222,mid,2,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T218,mid,1,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T225,new,3,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T227,old,3,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T217,new,1,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T226,mid,3,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T223,old,2,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T224,sen,2,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T220,sen,1,TAS_Bothwell,150308,eucten_76
eucten,-42.38,147.06,T228,sen,3,TAS_Bothwell,150308,eucten_76
eucten,-43.04,147.95,T397,new,1,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T402,mid,2,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T399,old,1,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T407,old,3,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T398,mid,1,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T405,new,3,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T406,mid,3,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T403,old,2,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T401,new,2,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T408,sen,3,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T400,sen,1,TAS_Tasman_Peninsula,150312,eucten_77
eucten,-43.04,147.95,T404,sen,2,TAS_Tasman_Peninsula,150312,eucten_77
eucter,-18.22,145.53,QL234,old,3,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL229,old,1,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL230,mid,2,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL226,new,1,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL233,mid,3,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL228,new,2,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL232,new,3,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL231,old,2,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL227,mid,1,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL223,sen,1,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL225,sen,3,QLD_Blencoe_Falls,150816,eucter_78
eucter,-18.22,145.53,QL224,sen,2,QLD_Blencoe_Falls,150816,eucter_78
greane,-33,146.17,RH053,old,3,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH044,mid,1,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH048,mid,2,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH045,old,1,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH052,mid,3,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH047,new,2,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH051,new,3,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH049,old,2,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH043,new,1,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH050,sen,3,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH046,sen,2,NSW_Round_Hill,150406,greane_79
greane,-33,146.17,RH042,sen,1,NSW_Round_Hill,150406,greane_79
grebai,-17.92,146.07,QL161,mid,2,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL160,new,2,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL157,new,1,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL165,old,3,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL159,old,1,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL158,mid,1,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL164,mid,3,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL162,old,2,QLD_Mission_Beach,150811,grebai_80
grebai,-17.92,146.07,QL163,new,3,QLD_Mission_Beach,150811,grebai_80
grebux,-33.05,150.68,YG165,mid,1,NSW_Yengo_S,140619,grebux_81
grebux,-33.05,150.68,YG164,old,1,NSW_Yengo_S,140619,grebux_81
grebux,-33.05,150.68,YG166,new,1,NSW_Yengo_S,140619,grebux_81
grebux,-33.05,150.68,YG163,sen,1,NSW_Yengo_S,140619,grebux_81
grebux,-33.05,150.68,YG180,mid,2,NSW_Yengo_S,140620,grebux_81
grebux,-33.05,150.68,YG179,old,2,NSW_Yengo_S,140620,grebux_81
grebux,-33.05,150.68,YG181,new,2,NSW_Yengo_S,140620,grebux_81
grebux,-33.05,150.68,YG178,sen,2,NSW_Yengo_S,140620,grebux_81
grebux,-33.05,150.68,YG196,mid,3,NSW_Yengo_S,140623,grebux_81
grebux,-33.05,150.68,YG197,new,3,NSW_Yengo_S,140623,grebux_81
grebux,-33.05,150.68,YG195,old,3,NSW_Yengo_S,140623,grebux_81
grebux,-33.05,150.68,YG194,sen,3,NSW_Yengo_S,140623,grebux_81
gregla,-18.3,145.49,QL299,old,3,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL297,new,3,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL295,old,2,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL289,new,1,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL298,mid,3,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL296,sen,2,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL290,mid,1,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL293,new,2,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL291,old,1,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL292,sen,1,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL300,sen,3,QLD_Princess_Hill,150819,gregla_82
gregla,-18.3,145.49,QL294,mid,2,QLD_Princess_Hill,150819,gregla_82
gregla,-18.32,145.42,QL274,new,4,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL275,mid,4,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL277,new,6,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL278,mid,6,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL276,old,4,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL271,new,5,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL270,sen,6,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL268,sen,4,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL269,sen,5,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL272,mid,5,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL273,old,5,QLD_Princess_Hill,150819,gregla_83
gregla,-18.32,145.42,QL279,old,6,QLD_Princess_Hill,150819,gregla_83
grehil,-17.97,145.97,QL063,mid,2,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL062,new,2,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL059,mid,1,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL058,new,1,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL064,old,2,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL066,new,3,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL067,mid,3,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL068,old,3,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL060,old,1,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL061,sen,1,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL065,sen,2,QLD_Mt_Mackay,150808,grehil_84
grehil,-17.97,145.97,QL069,sen,3,QLD_Mt_Mackay,150808,grehil_84
greill,-33.04,146.2,RH068,old,1,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH072,new,3,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH071,old,2,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH067,mid,1,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH070,mid,2,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH074,old,3,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH069,new,2,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH066,new,1,NSW_Round_Hill,150406,greill_85
greill,-33.04,146.2,RH073,mid,3,NSW_Round_Hill,150406,greill_85
gremim,-18.16,142.21,QL341,mid,3,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL337,new,2,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL339,old,2,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL344,mid,1,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL342,old,3,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL340,new,3,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL345,old,1,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL343,new,1,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL338,mid,2,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL335,sen,2,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL336,sen,3,QLD_Croydon,150822,gremim_86
gremim,-18.16,142.21,QL334,sen,1,QLD_Croydon,150822,gremim_86
gremuc,-32.78,150.92,YG001,sen,1,NSW_Yengo_N,140419,gremuc_87
gremuc,-32.78,150.92,YG003,mid,1,NSW_Yengo_N,140419,gremuc_87
gremuc,-32.78,150.92,YG002,new,1,NSW_Yengo_N,140419,gremuc_87
gremuc,-32.78,150.92,YG004,old,1,NSW_Yengo_N,140419,gremuc_87
gremuc,-32.78,150.92,YG061,old,2,NSW_Yengo_N,140524,gremuc_87
gremuc,-32.78,150.92,YG060,mid,2,NSW_Yengo_N,140524,gremuc_87
gremuc,-32.78,150.92,YG059,new,2,NSW_Yengo_N,140524,gremuc_87
gremuc,-32.78,150.92,YG058,sen,2,NSW_Yengo_N,140524,gremuc_87
gremuc,-32.78,150.92,YG131,new,3,NSW_Yengo_N,140608,gremuc_87
gremuc,-32.78,150.92,YG132,mid,3,NSW_Yengo_N,140608,gremuc_87
gremuc,-32.78,150.92,YG133,old,3,NSW_Yengo_N,140608,gremuc_87
gremuc,-32.78,150.92,YG130,sen,3,NSW_Yengo_N,140608,gremuc_87
grepar,-18.22,142.27,QL350,new,2,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL355,mid,3,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL346,new,1,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL351,mid,2,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL354,new,3,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL347,mid,1,QLD_Croydon,150822,grepar_89
grepar,-18.22,142.27,QL348,old,1,QLD_Croydon,150822,grepar_89
