sample,LMA_g_per_m2,LWC_percent
YG137,270.2639076,53.99798663
YG128,194.3200051,54.02118302
QL395,259.0960275,54.02662053
YG114,,54.02896752
T329,223.4824858,54.02957101
T012,,54.03847539
T065,112.5336756,54.07095283
QL272,194.6442976,54.07604122
T305,144.6673057,54.0941792
YG175,231.4331357,54.1021082
QL120,166.7620486,54.10594573
RH006,208.0816876,54.13163426
T188,,54.15025132
QL245,231.2175778,54.15626768
T006,460.8919513,54.2068656
QL278,189.1775504,54.21553441
T062,101.746676,54.21665947
QL140,116.9157668,54.23796791
KG066,,54.31677681
RH036,298.7475179,54.33025404
RH123,235.0578906,54.34782609
T369,209.032367,54.35858394
QL136,170.6934254,54.3589881
YG087,,54.44610331
QL253,206.5651691,54.4848669
T001,429.4546773,54.49852507
YG177,183.4148907,54.53572384
RH095,320.541731,54.53676412
QL212,196.8538036,54.53691848
T175,292.8394066,54.55248904
QL389,232.937396,54.55367498
QL279,180.6872247,54.56707577
T008,,54.56846673
QL300,,54.59655646
QL197,181.5448995,54.61096337
QL130,251.8778765,54.64275364
YG081,163.0644724,54.68061846
QL276,197.7581335,54.69286732
T194,260.8460694,54.71750351
YG010,,54.74468085
QL209,197.1079287,54.75504323
YG095,,54.7678117
T002,465.6557701,54.82233503
T024,,54.83605884
QL011,144.7682655,54.84164762
YG129,195.619266,54.89188811
YG183,188.1701619,54.96215307
QL391,223.7712181,54.97013712
T058,261.770937,55.02595064
QL112,155.7414854,55.06773219
T060,,55.08214096
T304,140.2723251,55.09229315
QL004,,55.13181638
YG147,138.6264697,55.18145252
T102,,55.18408802
T149,218.5664338,55.1943662
QL028,97.21542283,55.20593008
T198,231.9975477,55.20863998
QL277,167.7702494,55.2166556
T097,324.6087037,55.21762493
T016,,55.31689207
KG034,,55.32652668
KG014,303.8051115,55.36659108
YG041,,55.36666667
T145,243.6553295,55.40093339
QL155,150.1939266,55.42168675
T180,,55.43221898
T052,,55.47413505
YG059,,55.50181378
T005,482.0162168,55.51153247
QL274,190.8698223,55.53135211
T204,,55.53358534
QL008,,55.7716255
QL396,218.9163198,55.78703274
QL271,176.6771229,55.78779176
T037,311.2993248,55.85398146
QL393,228.3661198,55.85959569
QL275,190.0947499,55.95107494
QL077,,55.95646115
YG110,,55.96960926
T199,247.3346806,55.98182823
YG121,210.96062,56.01920525
T401,244.4633216,56.02128562
QL261,193.3033231,56.04114062
YG176,178.6830638,56.04305986
YG085,132.5257007,56.07964746
T294,191.7865624,56.1096008
YG184,148.5130687,56.12566882
QL215,170.8394188,56.13328451
RH035,319.437431,56.15048119
QL047,175.2908141,56.17184622
KG053,272.9818444,56.29182623
KG090,194.7781029,56.29348395
KG045,274.2655745,56.30132096
QL189,265.2031034,56.32203431
KG008,,56.35579157
QL229,187.8904292,56.40430213
T171,265.1199399,56.42551298
QL345,293.5696696,56.43527688
T272,227.8902748,56.44284403
YG100,,56.47449442
QL021,115.1089685,56.48159858
QL265,192.3539998,56.49997289
QL191,186.8457146,56.50760256
KG069,278.7378575,56.53796236
QL032,82.30851552,56.56719407
T343,120.3596447,56.5695661
YG200,149.858468,56.58414065
QL163,141.9622798,56.59172419
T174,276.0176688,56.63783377
KG139,271.1044817,56.64922533
YG139,179.9880783,56.65336167
YG084,135.2073066,56.65918223
T196,,56.69922879
T349,100.0896502,56.79335955
RH031,294.660671,56.80217348
KG070,229.4698765,56.81336161
T061,98.58832697,56.82167563
KG042,180.0225638,56.82747343
RH088,,56.86018131
RH084,,56.864808
T025,342.9046604,56.89261234
QL190,,56.89379661
T082,155.7225016,56.89614102
QL273,171.2123979,56.98259035
T397,247.3350436,57.02022197
RH118,184.7144717,57.0931677
T264,219.3989285,57.13874289
QL117,145.3462344,57.16702279
QL214,198.7939702,57.21446473
YG111,,57.2997416
QL249,218.8100504,57.42259971
T306,113.3071797,57.42759265
T169,282.5869859,57.47007486
YG182,172.5182164,57.50456204
T346,114.8328187,57.52171925
KG032,170.3770411,57.56647279
KG085,226.8844163,57.57605008
QL343,312.7435412,57.5981372
QL023,82.40184078,57.64182936
YG140,199.3410267,57.65480254
YG008,,57.66666667
T202,195.4082248,57.69078164
T200,,57.69854884
QL009,130.9734565,57.70459268
RH015,345.6892062,57.74925962
T271,204.9157303,57.76845801
T327,239.4096569,57.77433296
KG055,233.9434254,57.87746171
RH005,188.9456178,57.89233316
QL143,113.464169,57.92217238
YG146,143.0145394,57.9285134
QL038,126.2955963,57.94247704
T170,271.3421676,57.95286117
QL260,184.8825314,58.00523568
YG112,,58.03147639
T270,195.7333332,58.03416329
T098,,58.03860604
QL344,311.9718015,58.09757803
QL144,117.368897,58.15055974
YG029,,58.18518519
RH106,263.4331812,58.21817929
QL257,192.3493352,58.23385285
T017,261.1695044,58.24793388
QL141,110.3569615,58.27147041
YG199,162.3711492,58.28887977
YG039,,58.29166667
QL027,81.15620857,58.30176847
RH034,278.5286498,58.32856871
KG054,221.3319393,58.3537048
RH038,279.5459301,58.35478225
KG026,254.3351148,58.38277429
QL020,104.838026,58.39488598
T153,283.6853863,58.39774221
T203,179.5847643,58.4359369
T127,201.5754014,58.45729286
QL196,152.8729774,58.45782969
YG093,122.3525026,58.54109962
QL266,175.7435904,58.56616459
QL208,189.807706,58.5702245
YG152,140.2573174,58.58429754
RH087,320.7869817,58.59463349
T054,233.5902347,58.60714286
QL132,147.1905447,58.60898267
T099,256.5290001,58.62450702
T178,263.2764309,58.65400307
KG016,244.0881016,58.65883166
QL341,259.4814236,58.66495507
YG094,122.6809519,58.67535499
QL119,148.6966735,58.68004522
QL262,181.4086715,58.81199791
YG107,120.1533805,58.84257536
QL048,154.279069,58.86170634
YG016,,59
RH120,182.6217923,59.02081269
RH039,276.3962829,59.10521955
QL213,155.7360116,59.21175373
T177,272.6431791,59.31278099
KG028,221.9403775,59.32527814
QL039,125.8028889,59.3441318
QL003,111.0645952,59.4034102
QL042,154.0344497,59.48339835
T268,192.6148816,59.50258095
T173,243.6596255,59.51746828
QL248,192.4984674,59.57256016
YG035,,59.61865569
YG108,128.6584668,59.61985505
KG047,248.5697106,59.65334008
QL211,170.5481183,59.68774669
QL342,255.4618774,59.73937503
QL339,285.7726364,59.91057002
QL010,143.9277969,59.92081895
QL336,,60.00174216
YG065,,60.04098361
T197,186.6382482,60.08907823
YG157,168.209723,60.12014221
T393,160.2723299,60.12103016
YG066,,60.14234875
YG017,131.2022215,60.24950495
T405,191.9089835,60.26565465
T266,159.1609338,60.26986507
YG076,162.8553974,60.27285323
T088,136.9077317,60.27509415
T085,159.7218779,60.27591086
KG087,210.6645369,60.33901715
QL115,154.1380078,60.34426105
QL216,148.6724088,60.3460927
T022,267.5148255,60.40186229
QL019,97.90329065,60.40910591
KG086,213.4915214,60.45135294
KG046,214.0124849,60.51784277
QL024,105.364883,60.56105089
RH093,245.2400783,60.6289868
YG209,171.5114894,60.63736649
KG027,201.6424744,60.70232994
T193,178.5120574,60.76527479
YG138,,60.80350245
QL264,200.3374931,60.83561644
RH091,235.4588069,60.89385475
YG153,153.5061796,60.92159912
QL195,151.6009638,60.93138565
QL297,164.478201,60.93677777
RH037,201.4209686,61.02240376
QL005,129.4062216,61.06064711
KG071,228.4547828,61.06346484
RH094,262.6494644,61.06376263
RH014,294.9696425,61.25528563
QL007,156.5904236,61.26750716
T362,200.8945865,61.27738352
YG056,173.8343067,61.29126214
T267,187.4596886,61.30268199
QL338,266.9436885,61.31261745
T021,256.282749,61.36793728
T013,244.2573559,61.45844062
QL052,164.4448459,61.45845338
QL188,177.5417048,61.50028043
QL040,113.2385358,61.54636653
QL036,123.6434965,61.61115979
YG113,,61.61572679
QL118,140.7556722,61.63626534
YG007,,61.67088608
YG067,,61.68876483
YG141,153.3127683,61.77300446
RH117,165.0329915,61.79258511
YG036,,61.79310345
RH089,211.2544692,61.80329646
QL334,,61.89722725
RH013,264.1952397,61.90913731
QL056,151.3123431,61.95445433
RH099,215.7854097,61.97224337
YG105,147.7056135,62.10225727
QL340,269.0585255,62.14476627
KG015,220.2025903,62.16446527
QL014,108.9169888,62.3105402
QL256,181.6005672,62.35105255
RH085,234.9091072,62.42136499
QL074,140.950313,62.60813507
QL147,111.1250641,62.63649312
T263,168.2544182,62.70552582
QL106,119.9856865,62.7800014
T241,184.1408751,62.89392517
T139,191.9062532,62.90610086
KG035,,62.95935412
T380,170.1123429,62.98142839
YG009,,62.98734177
T372,170.0911962,63.00337377
YG098,132.7317038,63.22268846
T201,150.8103187,63.28349126
KG043,149.4984516,63.31940167
QL006,124.4806514,63.36281357
QL072,139.301048,63.52976161
QL015,94.82866639,63.65793737
YG117,118.7496398,63.6843611
QL337,245.8363737,63.72448166
RH086,186.8563475,63.82191606
QL114,106.101153,63.82211844
YG151,138.2541676,63.83337346
YG043,147.6599571,63.85479452
T142,175.919334,63.88578309
T373,166.888801,63.99874887
T049,198.5235029,64.00390257
T389,164.8502584,64.05737705
QL017,86.76495929,64.16768087
QL258,149.5061934,64.16780075
T064,71.86274921,64.1904152
QL075,131.9219409,64.29585551
QL002,75.25962614,64.29793378
T262,153.1834258,64.35691474
QL016,94.531993,64.45245224
T057,186.4062034,64.53112621
QL079,134.4471999,64.70346476
YG089,132.5532012,64.74743907
T232,,64.89173362
T319,161.9574872,65.10934394
RH090,185.550578,65.12398354
QL034,119.7287398,65.18947541
QL035,113.924094,65.28181425
QL018,97.92082306,65.28560852
YG013,,65.30555556
QL071,136.1228537,65.48402284
YG150,132.6932113,65.56068191
T136,139.0586557,65.59901307
QL055,145.4337663,65.62391501
T384,159.3773781,66.06243706
QL070,131.8982147,66.21712744
YG154,103.391146,66.32194925
QL054,128.7147198,66.34470723
YG020,143.0908852,66.46070786
KG091,125.0242252,66.66803903
QL076,122.0968292,66.7440543
QL073,,66.83392129
YG068,,66.99073027
YG006,,67.16483516
T053,181.2165504,67.48316805
YG158,119.5246053,67.76774723
QL187,143.0365966,68.0998613
QL026,60.82137071,68.27519502
QL078,108.8166432,68.36514825
QL022,60.66597539,68.45236865
T376,125.2915273,68.6711888
QL050,135.5559752,68.8311437
QL001,76.39763148,69.13442098
YG090,123.7613161,69.45886236
YG052,,69.52876712
QL046,105.9579979,70.04024145
QL030,62.11980916,70.16299728
QL051,133.3955554,70.17180318
QL080,119.3615261,70.18952078
YG051,,71.13513514
QL013,85.84296028,71.18706054
YG053,,72.52097683
YG048,,72.56768559
QL031,45.20228082,73.48999487
YG025,,74.25
T041,168.7414746,74.42748092
YG026,,75.87086696
YG027,,77.13589744
YG024,,80.36956522
YG198,,
T388,,
T216,,
RH033,,
RH032,,
KG002,,
YG038,,
YG037,,
QL324,,
QL381,,
