sample,Latitude,Longitude,species
RH107,-31.29606,142.27874,grestr
RH108,-31.29606,142.27874,grestr
RH109,-31.29606,142.27874,grestr
RH110,-31.29606,142.27874,grestr
RH111,-31.29606,142.27874,grestr
RH112,-31.29606,142.27874,grestr
RH113,-31.29606,142.27874,grestr
RH114,-31.29606,142.27874,grestr
RH115,-31.29606,142.27874,grestr
RH116,-31.29606,142.27874,grestr
RH117,-31.29462,142.25054,euccam
RH118,-31.29462,142.25054,euccam
RH119,-31.29462,142.25054,euccam
RH119,-31.29462,142.25054,euccam
RH120,-31.29462,142.25054,euccam
RH121,-31.29462,142.25054,euccam
RH122,-31.29462,142.25054,euccam
RH123,-31.29462,142.25054,euccam
RH124,-31.29462,142.25054,euccam
RH125,-31.29462,142.25054,euccam
T001,-42.91482,147.24619,haklis
T002,-42.91482,147.24619,haklis
T003,-42.91482,147.24619,haklis
T004,-42.91482,147.24619,haklis
T005,-42.91482,147.24619,haklis
T006,-42.91482,147.24619,haklis
T007,-42.91482,147.24619,haklis
T008,-42.91482,147.24619,haklis
T009,-42.91482,147.24619,haklis
T010,-42.91482,147.24619,haklis
T011,-42.91482,147.24619,haklis
T012,-42.91482,147.24619,haklis
T013,-42.89145,147.22834,euccoc
T014,-42.89145,147.22834,euccoc
T015,-42.89145,147.22834,euccoc
T016,-42.89145,147.22834,euccoc
T017,-42.89145,147.22834,euccoc
T018,-42.89145,147.22834,euccoc
T019,-42.89145,147.22834,euccoc
T020,-42.89145,147.22834,euccoc
T021,-42.89145,147.22834,euccoc
T022,-42.89145,147.22834,euccoc
T023,-42.89145,147.22834,euccoc
T024,-42.89145,147.22834,euccoc
T025,-42.89581,147.23627,oriaci
T026,-42.89581,147.23627,oriaci
T027,-42.89581,147.23627,oriaci
T028,-42.89581,147.23627,oriaci
T029,-42.89581,147.23627,oriaci
T030,-42.89581,147.23627,oriaci
T031,-42.89581,147.23627,oriaci
T032,-42.89581,147.23627,oriaci
T033,-42.89581,147.23627,oriaci
T034,-42.89581,147.23627,oriaci
T035,-42.89581,147.23627,oriaci
T036,-42.89581,147.23627,oriaci
T037,-42.89581,147.23627,orirev
T038,-42.89581,147.23627,orirev
T039,-42.89581,147.23627,orirev
T040,-42.89581,147.23627,orirev
T041,-42.89581,147.23627,orirev
T042,-42.89581,147.23627,orirev
T043,-42.89581,147.23627,orirev
T044,-42.89581,147.23627,orirev
T045,-42.89581,147.23627,orirev
T046,-42.89581,147.23627,orirev
T047,-42.89581,147.23627,orirev
T048,-42.89581,147.23627,orirev
T049,-42.91482,147.24619,eucdel
T050,-42.91482,147.24619,eucdel
T051,-42.91482,147.24619,eucdel
T052,-42.91482,147.24619,eucdel
T053,-42.91482,147.24619,eucdel
T054,-42.91482,147.24619,eucdel
T055,-42.91482,147.24619,eucdel
T056,-42.91482,147.24619,eucdel
T057,-42.91482,147.24619,eucdel
T058,-42.91482,147.24619,eucdel
T059,-42.91482,147.24619,eucdel
T060,-42.91482,147.24619,eucdel
T061,-42.91482,147.24619,acadea
T062,-42.91482,147.24619,acadea
T063,-42.91482,147.24619,acadea
T064,-42.91482,147.24619,acadea
T065,-42.91482,147.24619,acadea
T066,-42.91482,147.24619,acadea
T067,-42.91482,147.24619,acadea
T068,-42.91482,147.24619,acadea
T069,-42.91482,147.24619,acadea
T070,-42.88986,147.23655,banmar
T071,-42.88986,147.23655,banmar
T072,-42.88986,147.23655,banmar
T073,-42.88986,147.23655,banmar
T074,-42.88986,147.23655,banmar
T075,-42.88986,147.23655,banmar
T076,-42.88986,147.23655,banmar
T077,-42.88986,147.23655,banmar
T078,-42.88986,147.23655,banmar
T079,-42.88986,147.23655,banmar
T080,-42.88986,147.23655,banmar
T081,-42.88986,147.23655,banmar
T082,-42.91482,147.24619,acaric
T083,-42.91482,147.24619,acaric
T084,-42.91482,147.24619,acaric
T085,-42.91482,147.24619,acaric
T086,-42.91482,147.24619,acaric
T087,-42.91482,147.24619,acaric
T088,-42.91482,147.24619,acaric
T089,-42.91482,147.24619,acaric
T090,-42.91482,147.24619,acaric
T091,-42.88515,147.22187,teltru
T092,-42.88515,147.22187,teltru
T093,-42.88515,147.22187,teltru
T094,-42.88515,147.22187,teltru
T095,-42.88515,147.22187,teltru
T096,-42.88515,147.22187,teltru
T097,-42.88515,147.22187,teltru
T098,-42.88515,147.22187,teltru
T099,-42.88596,147.22224,teltru
T100,-42.88596,147.22224,teltru
T101,-42.88596,147.22224,teltru
T102,-42.88596,147.22224,teltru
T103,-42.88596,147.22224,lompol
T104,-42.88596,147.22224,lompol
T105,-42.88596,147.22224,lompol
T106,-42.88596,147.22224,lompol
T107,-42.88596,147.22224,lompol
T108,-42.88596,147.22224,lompol
T109,-42.88596,147.22224,lompol
T110,-42.88596,147.22224,lompol
T111,-42.88596,147.22224,lompol
T112,-42.88596,147.22224,lompol
T113,-42.88596,147.22224,lompol
T114,-42.88596,147.22224,lompol
T115,-42.88596,147.22224,oridiv
T116,-42.88596,147.22224,oridiv
T117,-42.88596,147.22224,oridiv
T118,-42.88596,147.22224,oridiv
T119,-42.88596,147.22224,oridiv
T120,-42.88596,147.22224,oridiv
T121,-42.88596,147.22224,oridiv
T122,-42.88596,147.22224,oridiv
T123,-42.88596,147.22224,oridiv
T124,-42.88596,147.22224,oridiv
T125,-42.88596,147.22224,oridiv
T126,-42.88596,147.22224,oridiv
T127,-42.77492,146.39731,acamel
T128,-42.77492,146.39731,acamel
T129,-42.77492,146.39731,acamel
T130,-42.77492,146.39731,acamel
T131,-42.77492,146.39731,acamel
T132,-42.77492,146.39731,acamel
T133,-42.77492,146.39731,acamel
T134,-42.77492,146.39731,acamel
T135,-42.77492,146.39731,acamel
T136,-42.75833,146.40609,acamuc
T137,-42.75833,146.40609,acamuc
T138,-42.75833,146.40609,acamuc
T139,-42.75833,146.40609,acamuc
T139,-42.75833,146.40609,acamuc
T140,-42.75833,146.40609,acamuc
T141,-42.75833,146.40609,acamuc
T142,-42.75833,146.40609,acamuc
T143,-42.75833,146.40609,acamuc
T144,-42.75833,146.40609,acamuc
T145,-42.77492,146.39731,euc_sp
T146,-42.77492,146.39731,euc_sp
T147,-42.77492,146.39731,euc_sp
T148,-42.77492,146.39731,euc_sp
T149,-42.77492,146.39731,euc_sp
T150,-42.77492,146.39731,euc_sp
T151,-42.77492,146.39731,euc_sp
T152,-42.77492,146.39731,euc_sp
T153,-42.77492,146.39731,euc_sp
T154,-42.77492,146.39731,euc_sp
T155,-42.77492,146.39731,euc_sp
T156,-42.77492,146.39731,euc_sp
T157,-43.03746,146.27668,euc_sp
T158,-43.03746,146.27668,euc_sp
T159,-43.03746,146.27668,euc_sp
T160,-43.03746,146.27668,euc_sp
T161,-43.03746,146.27668,euc_sp
T162,-43.03746,146.27668,euc_sp
T163,-43.03746,146.27668,euc_sp
T164,-43.03746,146.27668,euc_sp
T165,-43.03746,146.27668,euc_sp
T166,-43.03746,146.27668,euc_sp
T167,-43.03746,146.27668,euc_sp
T168,-43.03746,146.27668,euc_sp
T169,-42.8358,146.37903,teltru
T170,-42.8358,146.37903,teltru
T171,-42.8358,146.37903,teltru
T172,-42.8358,146.37903,teltru
T173,-42.8358,146.37903,teltru
T174,-42.8358,146.37903,teltru
T175,-42.8358,146.37903,teltru
T176,-42.8358,146.37903,teltru
T177,-42.8358,146.37903,teltru
T178,-42.8358,146.37903,teltru
T179,-42.8358,146.37903,teltru
T180,-42.8358,146.37903,teltru
T181,-43.03746,146.27668,agaodo
T182,-43.03746,146.27668,agaodo
T183,-43.03746,146.27668,agaodo
T184,-43.03746,146.27668,agaodo
T185,-43.03746,146.27668,agaodo
T186,-43.03746,146.27668,agaodo
T187,-43.03746,146.27668,agaodo
T188,-43.03746,146.27668,agaodo
T189,-43.03746,146.27668,agaodo
T190,-43.03746,146.27668,agaodo
T191,-43.03746,146.27668,agaodo
T192,-43.03746,146.27668,agaodo
T193,-42.75833,146.40609,cennit
T194,-42.75833,146.40609,cennit
T195,-42.75833,146.40609,cennit
T196,-42.75833,146.40609,cennit
T197,-42.75833,146.40609,cennit
T198,-42.75833,146.40609,cennit
T199,-42.75833,146.40609,cennit
T200,-42.75833,146.40609,cennit
T201,-42.75833,146.40609,cennit
T202,-42.75833,146.40609,cennit
T203,-42.75833,146.40609,cennit
T204,-42.75833,146.40609,cennit
T205,-42.38635,147.05113,perjun
T206,-42.38635,147.05113,perjun
T207,-42.38635,147.05113,perjun
T208,-42.38635,147.05113,perjun
T209,-42.38635,147.05113,perjun
T210,-42.38635,147.05113,perjun
T211,-42.38635,147.05113,perjun
T212,-42.38635,147.05113,perjun
T213,-42.38635,147.05113,perjun
T214,-42.38635,147.05113,perjun
T215,-42.38635,147.05113,perjun
T216,,,NA
T217,-42.38268,147.06002,eucten
T218,-42.38268,147.06002,eucten
T219,-42.38268,147.06002,eucten
T220,-42.38268,147.06002,eucten
T221,-42.38268,147.06002,eucten
T222,-42.38268,147.06002,eucten
T223,-42.38268,147.06002,eucten
T224,-42.38268,147.06002,eucten
T225,-42.38268,147.06002,eucten
T226,-42.38268,147.06002,eucten
T227,-42.38268,147.06002,eucten
T228,-42.38268,147.06002,eucten
T229,-42.38724,147.05174,banmar
T230,-42.38724,147.05174,banmar
T231,-42.38724,147.05174,banmar
T232,-42.38724,147.05174,banmar
T233,-42.38724,147.05174,banmar
T234,-42.38724,147.05174,banmar
T235,-42.38724,147.05174,banmar
T236,-42.38724,147.05174,banmar
T237,-42.38724,147.05174,banmar
T238,-42.38724,147.05174,banmar
T239,-42.38724,147.05174,banmar
T240,-42.38724,147.05174,banmar
T241,-42.38268,147.06002,eucrub
T242,-42.38268,147.06002,eucrub
T243,-42.38268,147.06002,eucrub
T244,-42.38268,147.06002,eucrub
T245,-42.38268,147.06002,eucrub
T246,-42.38268,147.06002,eucrub
T247,-42.38268,147.06002,eucrub
T248,-42.38268,147.06002,eucrub
T249,-42.38268,147.06002,eucrub
T250,-42.38268,147.06002,eucrub
T251,-42.38268,147.06002,eucrub
T252,-42.38268,147.06002,eucrub
T253,-42.38633,147.05022,acadea
T254,-42.38633,147.05022,acadea
T255,-42.38633,147.05022,acadea
T256,-42.38633,147.05022,acadea
T257,-42.38633,147.05022,acadea
T258,-42.38633,147.05022,acadea
T259,-42.38633,147.05022,acadea
T260,-42.38633,147.05022,acadea
T261,-42.38633,147.05022,acadea
T262,-42.14309,148.29854,conhoo
T263,-42.14309,148.29854,conhoo
T264,-42.14309,148.29854,conhoo
T265,-42.14309,148.29854,conhoo
T265,-42.14309,148.29854,conhoo
T266,-42.14309,148.29854,conhoo
T267,-42.14309,148.29854,conhoo
T268,-42.14309,148.29854,conhoo
T269,-42.14309,148.29854,conhoo
T269,-42.14309,148.29854,conhoo
T270,-42.14309,148.29854,conhoo
T271,-42.14309,148.29854,conhoo
T272,-42.14309,148.29854,conhoo
T273,-42.14309,148.29854,conhoo
T273,-42.14309,148.29854,conhoo
T274,-42.1161,148.33585,banmar
T275,-42.1161,148.33585,banmar
T276,-42.1161,148.33585,banmar
T277,-42.1161,148.33585,banmar
T278,-42.1161,148.33585,banmar
T279,-42.1161,148.33585,banmar
T280,-42.1161,148.33585,banmar
T281,-42.1161,148.33585,banmar
T282,-42.1161,148.33585,banmar
T283,-42.1161,148.33585,banmar
T284,-42.1161,148.33585,banmar
T285,-42.1161,148.33585,banmar
T286,-42.10667,148.33655,acamel
T287,-42.10667,148.33655,acamel
T288,-42.10667,148.33655,acamel
T289,-42.10667,148.33655,acamel
T289,-42.10667,148.33655,acamel
T290,-42.10667,148.33655,acamel
T291,-42.10667,148.33655,acamel
T292,-42.10667,148.33655,acamel
T293,-42.10667,148.33655,acamel
T293,-42.10667,148.33655,acamel
T294,-42.10667,148.33655,acamel
T295,-42.10667,148.33655,acamel
T296,-42.10667,148.33655,acamel
T297,-42.10667,148.33655,acamel
T297,-42.10667,148.33655,acamel
T298,-42.12261,148.34306,acater
T299,-42.12261,148.34306,acater
T300,-42.12261,148.34306,acater
T301,-42.12261,148.34306,acater
T302,-42.12261,148.34306,acater
T303,-42.12261,148.34306,acater
T304,-42.12261,148.34306,acater
T305,-42.12261,148.34306,acater
T306,-42.12261,148.34306,acater
T307,-42.12251,148.34189,hakmeg
T308,-42.12251,148.34189,hakmeg
T309,-42.12251,148.34189,hakmeg
T310,-42.12251,148.34189,hakmeg
T311,-42.12251,148.34189,hakmeg
T312,-42.12251,148.34189,hakmeg
T313,-42.12251,148.34189,hakmeg
T314,-42.12251,148.34189,hakmeg
T315,-42.12251,148.34189,hakmeg
T316,-42.12251,148.34189,hakmeg
T317,-42.12251,148.34189,hakmeg
T318,-42.12251,148.34189,hakmeg
T319,-42.12299,148.34204,eucamy
T320,-42.12299,148.34204,eucamy
T321,-42.12299,148.34204,eucamy
T322,-42.12299,148.34204,eucamy
T323,-42.12299,148.34204,eucamy
T324,-42.12299,148.34204,eucamy
T325,-42.12299,148.34204,eucamy
T326,-42.12299,148.34204,eucamy
T327,-42.12299,148.34204,eucamy
T328,-42.12299,148.34204,eucamy
T329,-42.12299,148.34204,eucamy
T330,-42.12299,148.34204,eucamy
T331,-42.12299,148.34204,eucglo
T332,-42.12299,148.34204,eucglo
T333,-42.12299,148.34204,eucglo
T334,-42.12299,148.34204,eucglo
T335,-42.12299,148.34204,eucglo
T336,-42.12299,148.34204,eucglo
T337,-42.12299,148.34204,eucglo
T338,-42.12299,148.34204,eucglo
T339,-42.12299,148.34204,eucglo
T340,-42.12299,148.34204,eucglo
T341,-42.12299,148.34204,eucglo
T342,-42.12299,148.34204,eucglo
T343,-42.84638,147.43151,acadec
T344,-42.84638,147.43151,acadec
T345,-42.84638,147.43151,acadec
T346,-42.84638,147.43151,acadec
T347,-42.84638,147.43151,acadec
T348,-42.84638,147.43151,acadec
T349,-42.84638,147.43151,acadec
T350,-42.84638,147.43151,acadec
T351,-42.84638,147.43151,acadec
T352,-43.04191,147.95053,lomtin
T353,-43.04191,147.95053,lomtin
T354,-43.04191,147.95053,lomtin
T355,-43.04191,147.95053,lomtin
T356,-43.04191,147.95053,lomtin
T357,-43.04191,147.95053,lomtin
T358,-43.04191,147.95053,lomtin
T359,-43.04191,147.95053,lomtin
T360,-43.04191,147.95053,lomtin
T361,-43.04191,147.95053,lomtin
T362,-43.0403,147.94647,acagen
T363,-43.0403,147.94647,acagen
T364,-43.0403,147.94647,acagen
T365,-43.0403,147.94647,acagen
T366,-43.0403,147.94647,acagen
T367,-43.0403,147.94647,acagen
T368,-43.0403,147.94647,acagen
T369,-43.0403,147.94647,acagen
T369,-43.0403,147.94647,acagen
T370,-43.0403,147.94647,acagen
T371,-43.0403,147.94647,acagen
T372,-42.84638,147.43151,eucrub
T373,-42.84638,147.43151,eucrub
T374,-42.84638,147.43151,eucrub
T375,-42.84638,147.43151,eucrub
T376,-42.84638,147.43151,eucrub
T377,-42.84638,147.43151,eucrub
T378,-42.84638,147.43151,eucrub
T379,-42.84638,147.43151,eucrub
T380,-42.84638,147.43151,eucrub
T381,-42.84638,147.43151,eucrub
T381,-42.84638,147.43151,eucrub
T382,-42.84638,147.43151,eucrub
T383,-42.84638,147.43151,eucrub
T384,-42.84732,147.43592,acalon
T385,-42.84732,147.43592,acalon
T386,-42.84732,147.43592,acalon
T387,-42.84732,147.43592,acalon
T388,,,NA
T389,-42.84732,147.43592,acalon
T390,-42.84732,147.43592,acalon
T391,-42.84732,147.43592,acalon
T392,-42.84732,147.43592,acalon
T393,-42.84732,147.43592,acalon
T394,-42.84732,147.43592,acalon
T395,-42.84732,147.43592,acalon
T396,-42.84732,147.43592,acalon
T397,-43.04191,147.95053,eucten
T398,-43.04191,147.95053,eucten
T399,-43.04191,147.95053,eucten
T400,-43.04191,147.95053,eucten
T401,-43.04191,147.95053,eucten
T401,-43.04191,147.95053,eucten
T402,-43.04191,147.95053,eucten
T403,-43.04191,147.95053,eucten
T404,-43.04191,147.95053,eucten
T405,-43.04191,147.95053,eucten
T406,-43.04191,147.95053,eucten
T407,-43.04191,147.95053,eucten
T408,-43.04191,147.95053,eucten
YG001,-32.78244,150.92318,gremuc
YG002,-32.78244,150.92318,gremuc
YG003,-32.78244,150.92318,gremuc
YG004,-32.78244,150.92318,gremuc
YG005,-32.78244,150.92318,perlin
YG006,-32.78244,150.92318,perlin
YG007,-32.78244,150.92318,perlin
YG008,-32.78244,150.92318,perlin
YG009,-32.78244,150.92318,acapar
YG010,-32.78244,150.92318,acapar
YG011,-32.78244,150.92318,acapar
YG012,-32.78244,150.92318,podili
YG013,-32.78244,150.92318,podili
YG014,-32.78244,150.92318,podili
YG015,-32.78244,150.92318,podili
YG016,-32.78244,150.92318,angcos
YG017,-32.78244,150.92318,angcos
YG018,-32.78244,150.92318,angcos
YG019,-32.78244,150.92318,angcos
YG020,-32.78244,150.92318,euccre
YG021,-32.78244,150.92318,euccre
YG022,-32.78244,150.92318,euccre
YG023,-32.78244,150.92318,euccre
YG024,,,NA
YG025,,,NA
YG026,,,NA
YG027,,,NA
YG032,-32.7817,150.9291,acaimp
YG033,-32.7817,150.9291,acaimp
YG034,-32.7817,150.9291,acaimp
YG035,-32.7817,150.9291,acaimp
YG036,-32.78244,150.92318,breobl
YG037,-32.78244,150.92318,breobl
YG038,-32.78244,150.92318,breobl
YG039,-32.78244,150.92318,breobl
YG040,-32.78244,150.92318,breobl
YG041,-32.78244,150.92318,breobl
YG042,-32.78244,150.92318,eucpun
YG043,-32.78244,150.92318,eucpun
YG044,-32.78244,150.92318,eucpun
YG045,-32.78244,150.92318,eucpun
YG046,,,NA
YG047,,,NA
YG048,,,NA
YG049,,,NA
YG050,,,NA
YG051,,,NA
YG052,,,NA
YG053,,,NA
YG054,-32.78244,150.92318,euccre
YG055,-32.78244,150.92318,euccre
YG056,-32.78244,150.92318,euccre
YG057,-32.78244,150.92318,euccre
YG058,-32.78244,150.92318,gremuc
YG059,-32.78244,150.92318,gremuc
YG060,-32.78244,150.92318,gremuc
YG061,-32.78244,150.92318,gremuc
YG062,-32.78244,150.92318,acapar
YG063,-32.78244,150.92318,acapar
YG064,-32.78244,150.92318,acapar
YG065,-32.78244,150.92318,perlin
YG066,-32.78244,150.92318,perlin
YG067,-32.78244,150.92318,perlin
YG068,-32.78244,150.92318,perlin
YG069,-32.78244,150.92318,eucspa
YG070,-32.78244,150.92318,eucspa
YG071,-32.78244,150.92318,eucspa
YG072,-32.78244,150.92318,eucspa
YG073,-32.78244,150.92318,eucpun
YG074,-32.78244,150.92318,eucpun
YG075,-32.78244,150.92318,eucpun
YG076,-32.78244,150.92318,eucpun
YG077,-32.78244,150.92318,eucpun
YG078,-32.78244,150.92318,angcos
YG079,-32.78244,150.92318,angcos
YG080,-32.78244,150.92318,angcos
YG081,-32.78244,150.92318,angcos
YG082,-32.78244,150.92318,angcos
YG083,-32.78244,150.92318,euccre
YG084,-32.78244,150.92318,euccre
YG085,-32.78244,150.92318,euccre
YG086,-32.78244,150.92318,euccre
YG087,-32.7817,150.9291,acabin
YG088,-32.7817,150.9291,acabin
YG089,-32.7817,150.9291,acabin
YG090,-32.7817,150.9291,acabin
YG091,-32.7817,150.9291,acafal
YG092,-32.7817,150.9291,acafal
YG093,-32.7817,150.9291,acafal
YG094,-32.7817,150.9291,acafal
YG095,-32.7817,150.9291,acaimp
YG096,-32.7817,150.9291,acaimp
YG097,-32.7817,150.9291,acaimp
YG098,-32.7817,150.9291,acaimp
YG099,-32.78244,150.92318,acapar
YG100,-32.78244,150.92318,acapar
YG101,-32.78244,150.92318,acapar
YG102,-32.7817,150.9291,acabin
YG103,-32.7817,150.9291,acabin
YG104,-32.7817,150.9291,acabin
YG105,-32.7817,150.9291,acabin
YG106,-32.7817,150.9291,acafal
YG107,-32.7817,150.9291,acafal
YG108,-32.7817,150.9291,acafal
YG109,-32.7817,150.9291,acafal
YG110,-32.78244,150.92318,perlin
YG111,-32.78244,150.92318,perlin
YG112,-32.78244,150.92318,perlin
YG113,-32.78244,150.92318,perlin
YG114,-32.7817,150.9291,acaimp
YG115,-32.7817,150.9291,acaimp
YG116,-32.7817,150.9291,acaimp
YG117,-32.7817,150.9291,acaimp
YG118,-32.78244,150.92318,eucspa
YG119,-32.78244,150.92318,eucspa
YG120,-32.78244,150.92318,eucspa
YG121,-32.78244,150.92318,eucspa
YG122,-32.78244,150.92318,angcos
YG123,-32.78244,150.92318,angcos
YG124,-32.78244,150.92318,angcos
YG125,-32.78244,150.92318,angcos
YG126,-32.78244,150.92318,eucpun
YG127,-32.78244,150.92318,eucpun
YG128,-32.78244,150.92318,eucpun
YG129,-32.78244,150.92318,eucpun
YG130,-32.78244,150.92318,gremuc
YG131,-32.78244,150.92318,gremuc
YG132,-32.78244,150.92318,gremuc
YG133,-32.78244,150.92318,gremuc
YG134,-32.78244,150.92318,eucspa
YG135,-32.78244,150.92318,eucspa
YG136,-32.78244,150.92318,eucspa
YG137,-32.78244,150.92318,eucspa
YG138,-32.7817,150.9291,acabin
YG139,-32.7817,150.9291,acabin
YG140,-32.7817,150.9291,acabin
YG141,-32.7817,150.9291,acabin
YG142,-32.7817,150.9291,acafal
YG143,-32.7817,150.9291,acafal
YG144,-32.7817,150.9291,acafal
YG145,-32.7817,150.9291,acafal
YG146,-32.7817,150.9291,acafal
YG147,-32.7817,150.9291,acafal
YG148,-32.7817,150.9291,acaimp
YG149,-32.7817,150.9291,acaimp
YG150,-32.7817,150.9291,acaimp
YG151,-32.7817,150.9291,acaimp
YG152,-32.7817,150.9291,acaimp
YG153,-32.7817,150.9291,acaimp
YG154,-32.7817,150.9291,acaimp
YG155,-32.7817,150.9291,acabin
YG156,-32.7817,150.9291,acabin
YG157,-32.7817,150.9291,acabin
YG158,-32.7817,150.9291,acabin
YG159,-32.7817,150.9291,acafal
YG160,-32.7817,150.9291,acafal
YG161,-32.7817,150.9291,acafal
YG162,-32.7817,150.9291,acafal
YG163,-33.045,150.68326,grebux
YG164,-33.045,150.68326,grebux
YG165,-33.045,150.68326,grebux
YG166,-33.045,150.68326,grebux
YG167,-33.045,150.68326,corexi
YG168,-33.045,150.68326,corexi
YG169,-33.045,150.68326,corexi
YG170,-33.045,150.68326,corexi
YG171,-33.045,150.68326,hakdac
YG172,-33.045,150.68326,hakdac
YG173,-33.045,150.68326,hakdac
YG174,-33.045,150.68326,hakdac
YG175,-33.045,150.68326,perlan
YG176,-33.045,150.68326,perlan
YG177,-33.045,150.68326,perlan
YG178,-33.045,150.68326,grebux
YG179,-33.045,150.68326,grebux
YG180,-33.045,150.68326,grebux
YG181,-33.045,150.68326,grebux
YG182,-33.045,150.68326,perlan
YG183,-33.045,150.68326,perlan
YG184,-33.045,150.68326,perlan
YG185,-33.045,150.68326,corexi
YG186,-33.045,150.68326,corexi
YG187,-33.045,150.68326,corexi
YG188,-33.045,150.68326,corexi
YG189,-33.045,150.68326,hakdac
YG190,-33.045,150.68326,hakdac
YG191,-33.045,150.68326,hakdac
YG192,-33.045,150.68326,hakdac
YG193,-33.045,150.68326,hakdac
YG194,-33.045,150.68326,grebux
YG195,-33.045,150.68326,grebux
YG196,-33.045,150.68326,grebux
YG197,-33.045,150.68326,grebux
YG198,,,NA
YG199,-33.045,150.68326,perlan
YG200,-33.045,150.68326,perlan
YG201,-33.045,150.68326,corexi
YG202,-33.045,150.68326,corexi
YG203,-33.045,150.68326,corexi
YG203,-33.045,150.68326,corexi
YG204,-33.045,150.68326,corexi
YG205,-33.045,150.68326,hakdac
YG206,-33.045,150.68326,hakdac
YG207,-33.045,150.68326,hakdac
YG208,-33.045,150.68326,hakdac
YG209,-33.045,150.68326,perlan
