sample_number,species_field,species_confirmed,Latitude,Longitude,leaf_age,biological_rep,site_revised,date
YG002,gremuc,gremuc,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
YG004,gremuc,gremuc,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG001,gremuc,gremuc,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
YG060,gremuc,gremuc,-32.78244,150.92318,mid,2,NSW_Yengo_N,140524
YG059,gremuc,gremuc,-32.78244,150.92318,new,2,NSW_Yengo_N,140524
YG061,gremuc,gremuc,-32.78244,150.92318,old,2,NSW_Yengo_N,140524
YG058,gremuc,gremuc,-32.78244,150.92318,sen,2,NSW_Yengo_N,140524
YG132,gremuc,gremuc,-32.78244,150.92318,mid,3,NSW_Yengo_N,140608
YG131,gremuc,gremuc,-32.78244,150.92318,new,3,NSW_Yengo_N,140608
YG133,gremuc,gremuc,-32.78244,150.92318,old,3,NSW_Yengo_N,140608
YG130,gremuc,gremuc,-32.78244,150.92318,sen,3,NSW_Yengo_N,140608
QL095,grepar,grepar,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL094,grepar,grepar,-18.43758,146.13636,new,1,QLD_Cardwell_S,150809
QL096,grepar,grepar,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL097,grepar,grepar,-18.43758,146.13636,sen,1,QLD_Cardwell_S,150809
QL099,grepar,grepar,-18.43758,146.13636,mid,2,QLD_Cardwell_S,150809
QL098,grepar,grepar,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL100,grepar,grepar,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL101,grepar,grepar,-18.43758,146.13636,sen,2,QLD_Cardwell_S,150809
QL103,grepar,grepar,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL102,grepar,grepar,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL104,grepar,grepar,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL105,grepar,grepar,-18.43758,146.13636,sen,3,QLD_Cardwell_S,150809
QL347,grepar,grepar,-18.21837,142.27066,mid,1,QLD_Croydon,150822
QL346,grepar,grepar,-18.21837,142.27066,new,1,QLD_Croydon,150822
QL348,grepar,grepar,-18.21837,142.27066,old,1,QLD_Croydon,150822
QL349,grepar,grepar,-18.21837,142.27066,sen,1,QLD_Croydon,150822
QL351,grepar,grepar,-18.21837,142.27066,mid,2,QLD_Croydon,150822
QL350,grepar,grepar,-18.21837,142.27066,new,2,QLD_Croydon,150822
QL352,grepar,grepar,-18.21837,142.27066,old,2,QLD_Croydon,150822
QL353,grepar,grepar,-18.21837,142.27066,sen,2,QLD_Croydon,150822
QL355,grepar,grepar,-18.21837,142.27066,mid,3,QLD_Croydon,150822
QL354,grepar,grepar,-18.21837,142.27066,new,3,QLD_Croydon,150822
QL356,grepar,grepar,-18.21837,142.27066,old,3,QLD_Croydon,150822
QL357,grepar,grepar,-18.21837,142.27066,sen,3,QLD_Croydon,150822
QL083,grepte,grepte,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL082,grepte,grepte,-18.43758,146.13636,new,1,QLD_Cardwell_S,150809
QL084,grepte,grepte,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL085,grepte,grepte,-18.43758,146.13636,sen,1,QLD_Cardwell_S,150809
QL087,grepte,grepte,-18.43758,146.13636,mid,2,QLD_Cardwell_S,150809
QL086,grepte,grepte,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL088,grepte,grepte,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL089,grepte,grepte,-18.43758,146.13636,sen,2,QLD_Cardwell_S,150809
QL091,grepte,grepte,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL090,grepte,grepte,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL092,grepte,grepte,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL093,grepte,grepte,-18.43758,146.13636,sen,3,QLD_Cardwell_S,150809
KG098,greser,greser,-33.67856,151.14825,mid,1,NSW_Kuringai_bottom,140612
KG099,greser,greser,-33.67856,151.14825,new,1,NSW_Kuringai_bottom,140612
KG097,greser,greser,-33.67856,151.14825,old,1,NSW_Kuringai_bottom,140612
KG096,greser,greser,-33.67856,151.14825,sen,1,NSW_Kuringai_bottom,140612
KG114,greser,greser,-33.67856,151.14825,mid,2,NSW_Kuringai_bottom,140613
KG115,greser,greser,-33.67856,151.14825,new,2,NSW_Kuringai_bottom,140613
KG113,greser,greser,-33.67856,151.14825,old,2,NSW_Kuringai_bottom,140613
KG112,greser,greser,-33.67856,151.14825,sen,2,NSW_Kuringai_bottom,140613
KG126,greser,greser,-33.67856,151.14825,mid,3,NSW_Kuringai_bottom,140617
KG127,greser,greser,-33.67856,151.14825,new,3,NSW_Kuringai_bottom,140617
KG125,greser,greser,-33.67856,151.14825,old,3,NSW_Kuringai_bottom,140617
KG124,greser,greser,-33.67856,151.14825,sen,3,NSW_Kuringai_bottom,140617
KG019,grespe,grespe,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG020,grespe,grespe,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG018,grespe,grespe,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG017,grespe,grespe,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG058,grespe,grespe,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG059,grespe,grespe,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG057,grespe,grespe,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG056,grespe,grespe,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG066,grespe,grespe,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG067,grespe,grespe,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG065,grespe,grespe,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG064,grespe,grespe,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
RH107,grestr,grestr,-31.29606,142.27874,mid,1,NSW_Mutawintji,150410
RH106,grestr,grestr,-31.29606,142.27874,new,1,NSW_Mutawintji,150410
RH108,grestr,grestr,-31.29606,142.27874,old,1,NSW_Mutawintji,150410
RH105,grestr,grestr,-31.29606,142.27874,sen,1,NSW_Mutawintji,150410
RH111,grestr,grestr,-31.29606,142.27874,mid,2,NSW_Mutawintji,150410
RH110,grestr,grestr,-31.29606,142.27874,new,2,NSW_Mutawintji,150410
RH112,grestr,grestr,-31.29606,142.27874,old,2,NSW_Mutawintji,150410
RH109,grestr,grestr,-31.29606,142.27874,sen,2,NSW_Mutawintji,150410
RH115,grestr,grestr,-31.29606,142.27874,mid,3,NSW_Mutawintji,150410
RH114,grestr,grestr,-31.29606,142.27874,new,3,NSW_Mutawintji,150410
RH116,grestr,grestr,-31.29606,142.27874,old,3,NSW_Mutawintji,150410
RH113,grestr,grestr,-31.29606,142.27874,sen,3,NSW_Mutawintji,150410
QL359,grestr,grestr,-18.21837,142.27066,mid,1,QLD_Croydon,150822
QL358,grestr,grestr,-18.21837,142.27066,new,1,QLD_Croydon,150822
QL360,grestr,grestr,-18.21837,142.27066,old,1,QLD_Croydon,150822
QL361,grestr,grestr,-18.21837,142.27066,sen,1,QLD_Croydon,150822
QL363,grestr,grestr,-18.21837,142.27066,mid,2,QLD_Croydon,150822
QL362,grestr,grestr,-18.21837,142.27066,new,2,QLD_Croydon,150822
QL364,grestr,grestr,-18.21837,142.27066,old,2,QLD_Croydon,150822
QL365,grestr,grestr,-18.21837,142.27066,sen,2,QLD_Croydon,150822
QL367,grestr,grestr,-18.21837,142.27066,mid,3,QLD_Croydon,150822
QL366,grestr,grestr,-18.21837,142.27066,new,3,QLD_Croydon,150822
QL368,grestr,grestr,-18.21837,142.27066,old,3,QLD_Croydon,150822
QL369,grestr,grestr,-18.21837,142.27066,sen,3,QLD_Croydon,150822
QL458,hakarb,hakarb,-18.71986,138.52217,mid,1,QLD_Lawn_Hill,150826
QL457,hakarb,hakarb,-18.71986,138.52217,new,1,QLD_Lawn_Hill,150826
QL459,hakarb,hakarb,-18.71986,138.52217,old,1,QLD_Lawn_Hill,150826
QL442,hakarb,hakarb,-18.71986,138.52217,sen,1,QLD_Lawn_Hill,150826
QL464,hakarb,hakarb,-18.71986,138.52217,mid,2,QLD_Lawn_Hill,150826
QL463,hakarb,hakarb,-18.71986,138.52217,new,2,QLD_Lawn_Hill,150826
QL465,hakarb,hakarb,-18.71986,138.52217,old,2,QLD_Lawn_Hill,150826
QL443,hakarb,hakarb,-18.71986,138.52217,sen,2,QLD_Lawn_Hill,150826
QL461,hakarb,hakarb,-18.71986,138.52217,mid,3,QLD_Lawn_Hill,150826
QL460,hakarb,hakarb,-18.71986,138.52217,new,3,QLD_Lawn_Hill,150826
QL462,hakarb,hakarb,-18.71986,138.52217,old,3,QLD_Lawn_Hill,150826
QL444,hakarb,hakarb,-18.71986,138.52217,sen,3,QLD_Lawn_Hill,150826
QL431,hakcho,hakcho,-19.04745,138.8575,mid,1,QLD_Lawn_Hill,150825
QL430,hakcho,hakcho,-19.04745,138.8575,new,1,QLD_Lawn_Hill,150825
QL432,hakcho,hakcho,-19.04745,138.8575,old,1,QLD_Lawn_Hill,150825
QL433,hakcho,hakcho,-19.04745,138.8575,sen,1,QLD_Lawn_Hill,150825
QL435,hakcho,hakcho,-19.04745,138.8575,mid,2,QLD_Lawn_Hill,150825
QL434,hakcho,hakcho,-19.04745,138.8575,new,2,QLD_Lawn_Hill,150825
QL436,hakcho,hakcho,-19.04745,138.8575,old,2,QLD_Lawn_Hill,150825
QL437,hakcho,hakcho,-19.04745,138.8575,sen,2,QLD_Lawn_Hill,150825
QL439,hakcho,hakcho,-19.04745,138.8575,mid,3,QLD_Lawn_Hill,150825
QL438,hakcho,hakcho,-19.04745,138.8575,new,3,QLD_Lawn_Hill,150825
QL440,hakcho,hakcho,-19.04745,138.8575,old,3,QLD_Lawn_Hill,150825
QL441,hakcho,hakcho,-19.04745,138.8575,sen,3,QLD_Lawn_Hill,150825
YG173,hakdac,hakdac,-33.045,150.68326,mid,1,NSW_Yengo_S,140619
YG174,hakdac,hakdac,-33.045,150.68326,new,1,NSW_Yengo_S,140619
YG172,hakdac,hakdac,-33.045,150.68326,old,1,NSW_Yengo_S,140619
YG171,hakdac,hakdac,-33.045,150.68326,sen,1,NSW_Yengo_S,140619
YG191,hakdac,hakdac,-33.045,150.68326,mid,2,NSW_Yengo_S,140620
YG192,hakdac,hakdac,-33.045,150.68326,new,2,NSW_Yengo_S,140620
YG190,hakdac,hakdac,-33.045,150.68326,old,2,NSW_Yengo_S,140620
YG193,hakdac,hakdac,-33.045,150.68326,sen,2,NSW_Yengo_S,140620
YG189,hakdac,hakdac,-33.045,150.68326,sen,2,NSW_Yengo_S,140620
YG207,hakdac,hakdac,-33.045,150.68326,mid,3,NSW_Yengo_S,140623
YG208,hakdac,hakdac,-33.045,150.68326,new,3,NSW_Yengo_S,140623
YG206,hakdac,hakdac,-33.045,150.68326,old,3,NSW_Yengo_S,140623
YG205,hakdac,hakdac,-33.045,150.68326,sen,3,NSW_Yengo_S,140623
KG011,haklae,haklae,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG012,haklae,haklae,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG010,haklae,haklae,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG009,haklae,haklae,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG062,haklae,haklae,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG063,haklae,haklae,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG061,haklae,haklae,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG060,haklae,haklae,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG074,haklae,haklae,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG075,haklae,haklae,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG073,haklae,haklae,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG072,haklae,haklae,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
RH076,hakleu,hakleu,-30.81876,141.7987,mid,1,NSW_Fowlers_Gap,150409
RH075,hakleu,hakleu,-30.81876,141.7987,new,1,NSW_Fowlers_Gap,150409
RH077,hakleu,hakleu,-30.81876,141.7987,old,1,NSW_Fowlers_Gap,150409
RH079,hakleu,hakleu,-30.81876,141.7987,mid,2,NSW_Fowlers_Gap,150409
RH078,hakleu,hakleu,-30.81876,141.7987,new,2,NSW_Fowlers_Gap,150409
RH080,hakleu,hakleu,-30.81876,141.7987,old,2,NSW_Fowlers_Gap,150409
RH082,hakleu,hakleu,-30.81876,141.7987,mid,3,NSW_Fowlers_Gap,150409
RH081,hakleu,hakleu,-30.81876,141.7987,new,3,NSW_Fowlers_Gap,150409
RH083,hakleu,hakleu,-30.81876,141.7987,old,3,NSW_Fowlers_Gap,150409
T002,haklis,haklis,-42.91482,147.24619,mid,1,TAS_The_Springs,150302
T001,haklis,haklis,-42.91482,147.24619,new,1,TAS_The_Springs,150302
T003,haklis,haklis,-42.91482,147.24619,old,1,TAS_The_Springs,150302
T004,haklis,haklis,-42.91482,147.24619,sen,1,TAS_The_Springs,150302
T006,haklis,haklis,-42.91482,147.24619,mid,2,TAS_The_Springs,150302
T005,haklis,haklis,-42.91482,147.24619,new,2,TAS_The_Springs,150302
T007,haklis,haklis,-42.91482,147.24619,old,2,TAS_The_Springs,150302
T008,haklis,haklis,-42.91482,147.24619,sen,2,TAS_The_Springs,150302
T010,haklis,haklis,-42.91482,147.24619,mid,3,TAS_The_Springs,150302
T009,haklis,haklis,-42.91482,147.24619,new,3,TAS_The_Springs,150302
T011,haklis,haklis,-42.91482,147.24619,old,3,TAS_The_Springs,150302
T012,haklis,haklis,-42.91482,147.24619,sen,3,TAS_The_Springs,150302
T308,hakmeg,hakmeg,-42.12251,148.34189,mid,1,TAS_Freycinet,150311
T307,hakmeg,hakmeg,-42.12251,148.34189,new,1,TAS_Freycinet,150311
T309,hakmeg,hakmeg,-42.12251,148.34189,old,1,TAS_Freycinet,150311
T310,hakmeg,hakmeg,-42.12251,148.34189,sen,1,TAS_Freycinet,150311
T312,hakmeg,hakmeg,-42.12251,148.34189,mid,2,TAS_Freycinet,150311
T311,hakmeg,hakmeg,-42.12251,148.34189,new,2,TAS_Freycinet,150311
T313,hakmeg,hakmeg,-42.12251,148.34189,old,2,TAS_Freycinet,150311
T314,hakmeg,hakmeg,-42.12251,148.34189,sen,2,TAS_Freycinet,150311
T316,hakmeg,hakmeg,-42.12251,148.34189,mid,3,TAS_Freycinet,150311
T315,hakmeg,hakmeg,-42.12251,148.34189,new,3,TAS_Freycinet,150311
T317,hakmeg,hakmeg,-42.12251,148.34189,old,3,TAS_Freycinet,150311
T318,hakmeg,hakmeg,-42.12251,148.34189,sen,3,TAS_Freycinet,150311
RH023,haktep,haktep,-32.96381,146.16138,mid,1,NSW_Round_Hill,150405
RH022,haktep,haktep,-32.96381,146.16138,new,1,NSW_Round_Hill,150405
RH024,haktep,haktep,-32.96381,146.16138,old,1,NSW_Round_Hill,150405
RH026,haktep,haktep,-32.96381,146.16138,mid,2,NSW_Round_Hill,150405
RH025,haktep,haktep,-32.96381,146.16138,new,2,NSW_Round_Hill,150405
RH027,haktep,haktep,-32.96381,146.16138,old,2,NSW_Round_Hill,150405
RH029,haktep,haktep,-32.96381,146.16138,mid,3,NSW_Round_Hill,150405
RH028,haktep,haktep,-32.96381,146.16138,new,3,NSW_Round_Hill,150405
RH030,haktep,haktep,-32.96381,146.16138,old,3,NSW_Round_Hill,150405
T104,lompol,lompol,-42.88596,147.22224,mid,1,TAS_Mt_Wellington,150304
T103,lompol,lompol,-42.88596,147.22224,new,1,TAS_Mt_Wellington,150304
T105,lompol,lompol,-42.88596,147.22224,old,1,TAS_Mt_Wellington,150304
T106,lompol,lompol,-42.88596,147.22224,sen,1,TAS_Mt_Wellington,150304
T108,lompol,lompol,-42.88596,147.22224,mid,2,TAS_Mt_Wellington,150304
T107,lompol,lompol,-42.88596,147.22224,new,2,TAS_Mt_Wellington,150304
T109,lompol,lompol,-42.88596,147.22224,old,2,TAS_Mt_Wellington,150304
T110,lompol,lompol,-42.88596,147.22224,sen,2,TAS_Mt_Wellington,150304
T112,lompol,lompol,-42.88596,147.22224,mid,3,TAS_Mt_Wellington,150304
T111,lompol,lompol,-42.88596,147.22224,new,3,TAS_Mt_Wellington,150304
T113,lompol,lompol,-42.88596,147.22224,old,3,TAS_Mt_Wellington,150304
T114,lompol,lompol,-42.88596,147.22224,sen,3,TAS_Mt_Wellington,150304
T353,lomtin,lomtin,-43.04191,147.95053,mid,1,TAS_Tasman_Peninsula,150312
T352,lomtin,lomtin,-43.04191,147.95053,new,1,TAS_Tasman_Peninsula,150312
T354,lomtin,lomtin,-43.04191,147.95053,old,1,TAS_Tasman_Peninsula,150312
T355,lomtin,lomtin,-43.04191,147.95053,sen,1,TAS_Tasman_Peninsula,150312
T357,lomtin,lomtin,-43.04191,147.95053,mid,2,TAS_Tasman_Peninsula,150312
T356,lomtin,lomtin,-43.04191,147.95053,new,2,TAS_Tasman_Peninsula,150312
T358,lomtin,lomtin,-43.04191,147.95053,old,2,TAS_Tasman_Peninsula,150312
T360,lomtin,lomtin,-43.04191,147.95053,mid,3,TAS_Tasman_Peninsula,150312
T359,lomtin,lomtin,-43.04191,147.95053,new,3,TAS_Tasman_Peninsula,150312
T361,lomtin,lomtin,-43.04191,147.95053,old,3,TAS_Tasman_Peninsula,150312
YG030,melpal,melpal,-32.78244,150.92318,mid,1,NSW_Yengo_N,140420
YG029,melpal,melpal,-32.78244,150.92318,new,1,NSW_Yengo_N,140420
YG031,melpal,melpal,-32.78244,150.92318,old,1,NSW_Yengo_N,140420
YG028,melpal,melpal,-32.78244,150.92318,sen,1,NSW_Yengo_N,140420
QL014,opihet,opihet,-17.37886,145.76225,mid,1,QLD_Bartlefrere,150805
QL013,opihet,opihet,-17.37886,145.76225,new,1,QLD_Bartlefrere,150805
QL015,opihet,opihet,-17.37886,145.76225,old,1,QLD_Bartlefrere,150805
QL017,opihet,opihet,-17.37886,145.76225,mid,2,QLD_Bartlefrere,150805
QL016,opihet,opihet,-17.37886,145.76225,new,2,QLD_Bartlefrere,150805
QL018,opihet,opihet,-17.37886,145.76225,old,2,QLD_Bartlefrere,150805
QL020,opihet,opihet,-17.37886,145.76225,mid,3,QLD_Bartlefrere,150805
QL019,opihet,opihet,-17.37886,145.76225,new,3,QLD_Bartlefrere,150805
QL021,opihet,opihet,-17.37886,145.76225,old,3,QLD_Bartlefrere,150805
T026,oriaci,oriaci,-42.89581,147.23627,mid,1,TAS_Mt_Wellington,150302
T025,oriaci,oriaci,-42.89581,147.23627,new,1,TAS_Mt_Wellington,150302
T027,oriaci,oriaci,-42.89581,147.23627,old,1,TAS_Mt_Wellington,150302
T028,oriaci,oriaci,-42.89581,147.23627,sen,1,TAS_Mt_Wellington,150302
T030,oriaci,oriaci,-42.89581,147.23627,mid,2,TAS_Mt_Wellington,150302
T029,oriaci,oriaci,-42.89581,147.23627,new,2,TAS_Mt_Wellington,150302
T031,oriaci,oriaci,-42.89581,147.23627,old,2,TAS_Mt_Wellington,150302
T032,oriaci,oriaci,-42.89581,147.23627,sen,2,TAS_Mt_Wellington,150302
T034,oriaci,oriaci,-42.89581,147.23627,mid,3,TAS_Mt_Wellington,150302
T033,oriaci,oriaci,-42.89581,147.23627,new,3,TAS_Mt_Wellington,150302
T035,oriaci,oriaci,-42.89581,147.23627,old,3,TAS_Mt_Wellington,150302
T036,oriaci,oriaci,-42.89581,147.23627,sen,3,TAS_Mt_Wellington,150302
T116,oridiv,oridiv,-42.88596,147.22224,mid,1,TAS_Mt_Wellington,150304
T115,oridiv,oridiv,-42.88596,147.22224,new,1,TAS_Mt_Wellington,150304
T117,oridiv,oridiv,-42.88596,147.22224,old,1,TAS_Mt_Wellington,150304
T118,oridiv,oridiv,-42.88596,147.22224,sen,1,TAS_Mt_Wellington,150304
T120,oridiv,oridiv,-42.88596,147.22224,mid,2,TAS_Mt_Wellington,150304
T119,oridiv,oridiv,-42.88596,147.22224,new,2,TAS_Mt_Wellington,150304
T121,oridiv,oridiv,-42.88596,147.22224,old,2,TAS_Mt_Wellington,150304
T122,oridiv,oridiv,-42.88596,147.22224,sen,2,TAS_Mt_Wellington,150304
T124,oridiv,oridiv,-42.88596,147.22224,mid,3,TAS_Mt_Wellington,150304
T123,oridiv,oridiv,-42.88596,147.22224,new,3,TAS_Mt_Wellington,150304
T125,oridiv,oridiv,-42.88596,147.22224,old,3,TAS_Mt_Wellington,150304
T126,oridiv,oridiv,-42.88596,147.22224,sen,3,TAS_Mt_Wellington,150304
T038,orirev,orirev,-42.89581,147.23627,mid,1,TAS_Mt_Wellington,150302
T037,orirev,orirev,-42.89581,147.23627,new,1,TAS_Mt_Wellington,150302
T039,orirev,orirev,-42.89581,147.23627,old,1,TAS_Mt_Wellington,150302
T040,orirev,orirev,-42.89581,147.23627,sen,1,TAS_Mt_Wellington,150302
T042,orirev,orirev,-42.89581,147.23627,mid,2,TAS_Mt_Wellington,150302
T041,orirev,orirev,-42.89581,147.23627,new,2,TAS_Mt_Wellington,150302
T043,orirev,orirev,-42.89581,147.23627,old,2,TAS_Mt_Wellington,150302
T044,orirev,orirev,-42.89581,147.23627,sen,2,TAS_Mt_Wellington,150302
T046,orirev,orirev,-42.89581,147.23627,mid,3,TAS_Mt_Wellington,150302
T045,orirev,orirev,-42.89581,147.23627,new,3,TAS_Mt_Wellington,150302
T047,orirev,orirev,-42.89581,147.23627,old,3,TAS_Mt_Wellington,150302
T048,orirev,orirev,-42.89581,147.23627,sen,3,TAS_Mt_Wellington,150302
QL245,perfal,perfal,-18.21169,145.52417,mid,1,QLD_Blencoe_Falls,150816
QL244,perfal,perfal,-18.21169,145.52417,new,1,QLD_Blencoe_Falls,150816
QL246,perfal,perfal,-18.21169,145.52417,old,1,QLD_Blencoe_Falls,150816
QL247,perfal,perfal,-18.21169,145.52417,sen,1,QLD_Blencoe_Falls,150816
QL249,perfal,perfal,-18.21169,145.52417,mid,2,QLD_Blencoe_Falls,150816
QL248,perfal,perfal,-18.21169,145.52417,new,2,QLD_Blencoe_Falls,150816
QL250,perfal,perfal,-18.21169,145.52417,old,2,QLD_Blencoe_Falls,150816
QL251,perfal,perfal,-18.21169,145.52417,sen,2,QLD_Blencoe_Falls,150816
QL253,perfal,perfal,-18.21169,145.52417,mid,3,QLD_Blencoe_Falls,150816
QL252,perfal,perfal,-18.21169,145.52417,new,3,QLD_Blencoe_Falls,150816
QL254,perfal,perfal,-18.21169,145.52417,old,3,QLD_Blencoe_Falls,150816
QL255,perfal,perfal,-18.21169,145.52417,sen,3,QLD_Blencoe_Falls,150816
T206,perjun,perjun,-42.38635,147.05113,mid,1,TAS_Bothwell,150308
T205,perjun,perjun,-42.38635,147.05113,new,1,TAS_Bothwell,150308
T207,perjun,perjun,-42.38635,147.05113,old,1,TAS_Bothwell,150308
T208,perjun,perjun,-42.38635,147.05113,sen,1,TAS_Bothwell,150308
T210,perjun,perjun,-42.38635,147.05113,mid,2,TAS_Bothwell,150309
T209,perjun,perjun,-42.38635,147.05113,new,2,TAS_Bothwell,150309
T211,perjun,perjun,-42.38635,147.05113,old,2,TAS_Bothwell,150309
T212,perjun,perjun,-42.38635,147.05113,sen,2,TAS_Bothwell,150309
T214,perjun,perjun,-42.38635,147.05113,mid,3,TAS_Bothwell,150309
T213,perjun,perjun,-42.38635,147.05113,new,3,TAS_Bothwell,150309
T215,perjun,perjun,-42.38635,147.05113,old,3,TAS_Bothwell,150309
YG176,perlan,perlan,-33.045,150.68326,mid,1,NSW_Yengo_S,140619
YG177,perlan,perlan,-33.045,150.68326,new,1,NSW_Yengo_S,140619
YG175,perlan,perlan,-33.045,150.68326,old,1,NSW_Yengo_S,140619
YG183,perlan,perlan,-33.045,150.68326,mid,2,NSW_Yengo_S,140620
YG184,perlan,perlan,-33.045,150.68326,new,2,NSW_Yengo_S,140620
YG182,perlan,perlan,-33.045,150.68326,old,2,NSW_Yengo_S,140620
YG199,perlan,perlan,-33.045,150.68326,mid,3,NSW_Yengo_S,140623
YG200,perlan,perlan,-33.045,150.68326,new,3,NSW_Yengo_S,140623
YG209,perlan,perlan,-33.045,150.68326,old,3,NSW_Yengo_S,140623
KG027,perlev,perlev,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG028,perlev,perlev,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG026,perlev,perlev,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG025,perlev,perlev,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG054,perlev,perlev,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG055,perlev,perlev,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG053,perlev,perlev,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG052,perlev,perlev,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG086,perlev,perlev,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG087,perlev,perlev,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG085,perlev,perlev,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG084,perlev,perlev,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
YG007,perlin,perlin,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
YG006,perlin,perlin,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
YG008,perlin,perlin,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG005,perlin,perlin,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
YG067,perlin,perlin,-32.78244,150.92318,mid,2,NSW_Yengo_N,140524
YG068,perlin,perlin,-32.78244,150.92318,new,2,NSW_Yengo_N,140524
YG066,perlin,perlin,-32.78244,150.92318,old,2,NSW_Yengo_N,140524
YG065,perlin,perlin,-32.78244,150.92318,sen,2,NSW_Yengo_N,140524
YG112,perlin,perlin,-32.78244,150.92318,mid,3,NSW_Yengo_N,140607
YG113,perlin,perlin,-32.78244,150.92318,new,3,NSW_Yengo_N,140607
YG111,perlin,perlin,-32.78244,150.92318,old,3,NSW_Yengo_N,140607
YG110,perlin,perlin,-32.78244,150.92318,sen,3,NSW_Yengo_N,140607
YG014,podili,podili,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
YG013,podili,podili,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
YG015,podili,podili,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG012,podili,podili,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
T092,teltru,teltru,-42.88515,147.22187,mid,1,TAS_Mt_Wellington,150303
T091,teltru,teltru,-42.88515,147.22187,new,1,TAS_Mt_Wellington,150303
T093,teltru,teltru,-42.88515,147.22187,old,1,TAS_Mt_Wellington,150303
T094,teltru,teltru,-42.88515,147.22187,sen,1,TAS_Mt_Wellington,150303
T096,teltru,teltru,-42.88515,147.22187,mid,2,TAS_Mt_Wellington,150303
T095,teltru,teltru,-42.88515,147.22187,new,2,TAS_Mt_Wellington,150303
T097,teltru,teltru,-42.88515,147.22187,old,2,TAS_Mt_Wellington,150303
T098,teltru,teltru,-42.88515,147.22187,sen,2,TAS_Mt_Wellington,150303
T100,teltru,teltru,-42.88596,147.22224,mid,3,TAS_Mt_Wellington,150303
T099,teltru,teltru,-42.88596,147.22224,new,3,TAS_Mt_Wellington,150303
