sample,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,PARi,PARo
T131,18.30943338,0.073982087,1288.251507,1.291548341,1.662249791,25.12022591,6,1797.835938,1736.241821,12.37640476,16.18453789,31.39928246,41.06061935,1500.84729,0.219539419
T130,2.729036439,0.024578999,204.5334364,0.407341714,1.555911644,23.32098579,6,400.1199646,391.4602356,12.65499115,13.85927963,34.4450531,37.72294998,1499.545898,0.269956052
T130,12.46758778,0.024761817,910.6364403,0.43257433,1.639480337,23.75411606,6,1799.511597,1759.851685,12.50225163,13.78123093,33.83844376,37.30011368,1500.346436,0.267717004
T132,3.138185582,0.032340323,223.3148539,0.625531043,1.817516125,24.98896217,6,399.8032532,389.6643372,12.4413023,14.28982449,32.68859482,37.54545212,1501.361206,0.329332978
T132,14.98870454,0.037554511,1058.185699,0.738891814,1.851298819,25.30111122,6,1797.494507,1748.686768,12.37859917,14.56144714,31.87643051,37.49753952,1500.938965,0.016802663
T134,4.403057498,0.110157594,309.6568689,1.707104573,1.492945366,24.89553452,6,399.7893372,384.6270142,12.49264145,17.51871872,33.35824585,46.77903748,1500.100708,0.228516266
T134,11.81461851,0.061879054,1402.593162,1.106091084,1.695060839,25.09761047,6,1801.10376,1759.848511,12.5331068,15.79672623,33.48122406,42.1997261,1500.117065,0.256518066
T133,9.86974302,0.140208743,243.7963782,1.965218517,1.364061489,24.50334167,6,400.0939941,368.3407288,12.32183266,18.10572052,33.16828918,48.73753738,1501.017578,0.292364269
T133,21.91069434,0.138564009,1422.997453,2.069360321,1.45154492,25.15395927,6,1802.144287,1725.761353,12.38041592,18.46883392,31.49938774,46.99009705,1499.582397,0.090731665
T135,2.392931122,0.044247544,293.987102,0.811875322,1.730230639,25.007761,6,399.9986267,391.8721924,12.84943199,15.24591541,34.45529938,40.8813858,1499.344849,0.161303103
T135,8.241302403,0.028261294,1255.835918,0.523449808,1.738360024,24.59794235,6,1799.119263,1771.630493,12.80602932,14.35287094,34.72125626,38.91524124,1499.184448,0.189305753
T194,5.76090624,0.0951547,271.7352338,1.611409927,1.624007943,24.85921478,6,399.5753784,380.4717102,11.32147503,16.07344055,29.97690773,42.55912399,1499.514526,0.091852851
T194,17.04581014,0.045518668,1097.190936,0.890632321,1.846729732,24.9473629,6,1805.50769,1749.755981,11.27368832,13.90555668,29.8680172,36.84077454,1499.780029,0.100814544
T193,4.447837746,0.056880202,247.9552774,1.101443784,1.833773447,25.16462326,6,399.7915344,385.1919861,11.22421837,14.47697735,28.75037003,37.08217621,1499.584473,0.00224041
T193,12.34629538,0.02931818,1038.99562,0.605916751,1.940161259,25.03005219,6,1805.711304,1765.512085,11.29736423,13.08914089,29.71342278,34.42600632,1499.621216,0.345015794
T195,3.991738455,0.050324287,247.7352163,0.961233968,1.805844241,24.8229332,6,399.4826355,386.4104919,11.24961758,14.08891964,29.80766106,37.33084488,1499.735352,0.160187662
T195,13.70651741,0.035410056,1088.856462,0.702940806,1.868118796,24.76089287,6,1805.311157,1760.530762,11.23282242,13.31116962,29.87778854,35.40591049,1499.958496,0.032485507
T201,3.772529084,0.040784932,228.0210477,0.825081844,1.906498118,25.1321106,6,400.193634,387.9290161,11.20485401,13.64370537,30.30253792,36.89819717,1498.783325,0.141142085
T170,11.56040747,0.159359073,233.6265071,2.38537404,1.463728648,25.30659676,6,399.9993896,362.7569275,11.64406586,18.6601181,29.67223167,47.55102921,1499.889526,0.10754104
T170,30.68437596,0.140582809,1299.139271,2.19674388,1.519044451,25.25623131,6,1805.410522,1702.276367,11.51363373,17.97678566,29.47559738,46.02165604,1499.334839,0.303575248
T169,7.128821729,0.092142222,240.5738662,1.56479222,1.62565762,25.12892342,6,399.448822,376.4161377,12.00473881,16.59711266,30.90558624,42.72841644,1499.798218,0.253167897
T169,27.09665974,0.085613692,1154.459373,1.511538434,1.686249912,25.26076889,6,1804.101318,1715.511841,11.78997898,16.22698593,30.09458351,41.4202919,1499.533081,0.145623416
T171,4.526864176,0.051279075,231.7775445,1.040034678,1.915367334,25.58060074,6,400.1365356,385.3760681,11.39983559,14.47010326,29.0240345,36.84095001,1499.701782,0.269964546
T171,14.8501046,0.033027408,987.5250927,0.693552809,1.972126542,25.34104919,6,1808.883667,1760.725098,11.33411598,13.38457489,29.53047752,34.8728447,1500.644165,0.112017371
T174,10.0603706,0.173757896,262.6374415,2.489532139,1.408194486,24.96598434,6,400.6214294,367.7324219,11.240798,18.56217957,29.31396866,48.40681076,1499.397461,0.154584765
T174,23.65388552,0.180922631,1464.424558,2.504864119,1.364367773,24.75682831,6,1806.047607,1722.240234,11.24122906,18.60753632,29.47080803,48.78284836,1500.346802,0.324857473
T173,10.77952579,0.193614027,263.9982275,2.463431421,1.259921771,24.12828255,6,400.0503235,365.055481,11.24451542,18.48955345,29.73696899,48.89701462,1499.987793,0.188185126
T173,23.44674439,0.187678452,1476.549134,2.485800584,1.308623741,24.3980751,6,1806.676758,1723.575562,11.18399811,18.49534035,28.65730095,47.39151001,1500.417236,0.18706885
T175,4.513050392,0.115987872,310.7579277,1.858354623,1.546281686,24.86310005,6,400.077179,384.4124756,11.42826843,16.90295601,30.0861454,44.49884796,1499.759766,0.142262459
T175,10.9212884,0.11347752,1560.202914,1.785756233,1.517918647,24.64564896,6,1804.869873,1762.7229,11.5130558,16.7729454,30.43390846,44.33803558,1500.59021,0.122100376
T178,9.046660486,0.107291757,223.563774,1.795790883,1.610678753,25.05003357,6,400.1697083,371.0566406,11.30281925,16.59606743,28.91944695,42.46277618,1499.965454,0.32037428
T178,25.2036154,0.07475217,1129.87888,1.342409163,1.710574412,24.90647125,6,1805.876831,1723.412354,11.29762459,15.25922298,29.26044083,39.52083969,1500.064209,0.190431342
T177,12.32001538,0.176725758,235.2004678,2.404245117,1.33930965,24.55975342,6,399.0145874,359.5010681,11.41059589,18.4829464,30.08846283,48.73745728,1499.137451,0.100816958
T177,30.63050043,0.152269294,1329.633472,2.216869326,1.421923587,24.69713783,6,1806.31189,1703.21106,11.35837078,17.8825779,29.52990532,46.49177551,1499.241211,0.191552475
T179,6.107433344,0.09271329,262.2863265,1.601382058,1.654616061,24.99658966,6,399.8752441,379.7511902,11.30462074,16.02646446,29.62246132,41.9955101,1499.507324,0.18482697
T179,15.20440491,0.072074282,1361.956633,1.31919532,1.741765545,25.0315094,6,1805.915039,1753.427246,11.28681183,15.17952061,29.67153931,39.90495682,1500.226563,0.164667219
T218,3.837379401,0.040515861,234.5882232,0.490280809,1.141806365,24.50816154,6,400.1923523,394.1411133,19.64414024,20.36521721,71.67120361,74.3020401,1499.899414,0.265483975
T218,18.53514884,0.046717092,1084.728898,0.609342773,1.232839753,24.93569183,6,1797.724976,1758.561523,19.05716133,20.24964714,66.22570801,70.36972809,1500.987915,0.310283542
T217,8.227935402,0.081440939,219.6607406,0.831868676,0.976373849,24.61717606,4.6,400.2276001,390.3843994,21.37276649,22.30879784,80.64762115,84.17963409,1501.484985,0.339415461
T217,25.75767437,0.086366198,1245.200271,0.901030739,0.999216446,24.55606651,4.6,1792.019409,1760.545898,20.93564606,21.94998741,78.84857178,82.66881561,1499.715576,0.221798539
T219,3.139968865,0.033817381,232.9823922,0.465741086,1.296465614,24.90522194,6,399.9506531,389.9920654,18.15416336,19.52325249,63.32726288,68.10306549,1500.782837,0.171383098
T219,15.99137954,0.04058919,1079.909817,0.573898722,1.334149783,25.04672813,6,1801.360474,1750.400391,17.72021675,19.40758133,60.28809738,66.02888489,1498.730713,0.152346522
T222,8.596009652,0.103257613,240.0547043,1.416752479,1.320898168,25.7010231,6,400.1367493,384.4669189,18.49223328,20.87027168,61.53239822,69.44525909,1501.185547,0.28004849
T222,23.51816562,0.104216662,1348.783164,1.228363775,1.136346862,24.69793129,6,1795.349609,1751.344482,18.72792816,20.78993225,66.27654266,73.57380676,1501.299316,0.371900856
T221,9.547768183,0.154809262,260.4032937,1.720950772,1.087926969,25.58205986,6,400.0817566,369.5519714,18.02293205,23.06316948,59.95733643,76.72481537,1500.511719,0.281167507
T221,21.36334267,0.158962955,1500.329986,1.859814996,1.148366308,24.97704124,6,1799.837769,1757.617676,18.09301567,21.21315575,60.79087448,71.27425385,1499.106689,0.206117019
T223,5.403541737,0.05998897,234.8788378,0.804843342,1.274238256,25.06876945,4.2,400.4194641,388.4173889,18.41908264,20.07506752,61.06519699,66.55532074,1500.851563,0.250923693
T223,22.98584442,0.064079142,1135.643721,0.846926156,1.257587698,24.80008698,4.2,1803.145874,1751.788452,17.97614098,19.71864891,59.75796127,65.55056763,1500.315308,0.033605531
T226,5.47764754,0.059283416,224.809819,0.874112079,1.401912374,24.71010017,6,400.0049744,382.5810852,15.45973873,18.03296852,52.10526276,60.77803802,1500.525879,0.220672339
T226,21.52337249,0.054680708,1063.693358,0.82025824,1.424513833,24.60132599,6,1806.851807,1738.043823,15.16813469,17.58426666,51.25405884,59.41831589,1501.51001,0.128822342
T225,6.716573654,0.080196607,235.2691273,1.030973302,1.230199001,24.65047264,6,400.2891235,378.9812927,16.68253899,19.71249199,56.42288208,66.67064667,1500.926636,0.025763828
T225,21.54426564,0.071527185,1212.116567,0.979903562,1.307381973,24.71990204,6,1807.154297,1737.459473,16.1594162,19.04126549,54.49274063,64.21090698,1500.665039,0.173629984
T227,5.959114381,0.065728104,225.5955495,0.979499797,1.420121315,24.84596825,6,399.8897095,380.9050598,15.2214222,18.10490036,51.27524185,60.98859406,1501.015259,0.071690403
T227,24.0687458,0.068700019,1123.842474,1.005293362,1.396802241,24.45303535,6,1807.481689,1730.107666,14.62287331,17.5838089,49.67221832,59.73017502,1500.471802,0.336055815
T242,9.122538576,0.102980704,226.7351669,1.682925646,1.58670215,25.06851196,3.9,400.096283,381.0646362,13.48704052,16.71257019,41.61481857,51.56732178,1501.086914,0.256524056
T242,31.64552683,0.104878212,1196.537186,1.68643401,1.562229646,24.99412537,3.9,1800.834961,1733.463501,13.58938026,16.82079315,41.95089722,51.92638779,1500.874268,0.153467119
T241,7.107539421,0.066751549,205.0407029,1.08772786,1.564166866,24.52441406,3.6,400.2447815,386.7026672,13.95954895,15.8851366,43.74731445,49.78184128,1499.927612,0.188185677
T241,30.44456796,0.072002398,1015.130521,1.202800462,1.606494351,24.61715126,3.6,1802.568726,1744.013916,13.49289227,15.62333393,42.12531662,48.77663803,1500.321655,0.164670259
T243,10.49987435,0.113220503,223.0441979,1.911280891,1.645784903,24.90033722,2.7,400.1444092,384.9821167,13.22786999,15.76643372,39.07010269,46.56805801,1500.590698,0.235236377
T243,39.83401554,0.112326251,1115.982571,1.974466413,1.71231435,25.33359718,2.7,1802.579102,1744.185669,13.31235409,15.93398952,38.83453369,46.48231506,1500.874512,0.222910389
T250,2.547899073,0.058000007,309.7292201,1.017077709,1.676677825,25.17102051,5.6,399.4947205,391.250946,13.1822691,15.98302269,42.46786499,51.49074173,1500.334717,0.049286999
T250,15.744543,0.064831644,1314.229307,1.115316973,1.648730304,25.12678146,5.6,1802.96582,1753.433105,13.11467838,16.18529892,42.16983795,52.04332733,1499.892334,0.222914502
T249,3.439816697,0.095588382,323.2624697,1.540234729,1.560334353,24.9888649,4,400.0656738,391.9846191,13.80580235,16.83214569,44.56324005,54.33185959,1498.565796,0.094096273
T249,20.79088044,0.052433066,1075.103545,0.887045496,1.616005939,24.52812576,4,1803.196899,1758.525635,13.6104002,15.3560648,44.23607254,49.90977478,1500.921021,0.265480548
T251,5.920090435,0.06570196,230.6049126,1.162829006,1.697267497,25.12330818,4.2,399.9122009,386.5402527,13.26928139,15.67220592,42.38996506,50.06633377,1500.756714,0.185946241
T251,29.06448092,0.097606603,1205.903825,1.589994291,1.579219948,24.88604164,4.2,1802.624878,1735.823364,13.14856625,16.43122673,42.17863083,52.70891571,1499.542114,0.197147623
T246,5.078125723,0.051173368,220.6365171,0.868334342,1.618690583,25.13010979,6,399.5671692,390.2812195,15.03683949,16.50079155,51.81459427,56.85914612,1500.801392,0.280053169
T246,26.28645034,0.05794401,947.4484467,0.854445509,1.409930278,24.54646492,6,1801.185791,1717.96582,15.01589394,17.53298378,52.51493454,61.31793213,1500.581787,0.207233414
T245,8.000015168,0.072482031,203.6281263,1.200117165,1.592306847,24.68217659,3.2,399.8919983,392.1471863,14.81643581,15.89627552,49.15317535,52.73551941,1500.926147,0.327095121
T245,31.87208608,0.07607634,1050.444663,1.238545337,1.567656475,24.62782669,3.2,1804.913696,1773.764404,14.93218136,16.04641342,49.54398346,53.24092865,1499.818237,0.097455986
T247,29.37182901,0.107146134,1220.903828,1.566053444,1.420495109,24.82735825,6,1805.145752,1709.044678,13.35678864,17.96842957,41.56776428,55.91968155,1499.453979,0.3091681
T247,6.175651813,0.093365175,262.3610354,1.521116186,1.574336812,25.66638565,6,400.0266724,379.7773743,13.56812763,18.04675293,41.38040924,55.03942871,1499.330322,0.078411356
T373,12.83919767,0.123147228,203.4054717,1.820543036,1.528054859,24.26486206,5,400.5503235,383.6136169,12.70427322,14.94788647,43.18148422,50.80746078,1498.809692,0.12994206
T373,28.89425575,0.12122313,1336.870373,1.669630399,1.419933599,25.03394699,5,1807.472412,1767.635742,15.37443256,17.42663193,51.32247543,58.17306519,1500.786987,0.012322387
T372,19.86311585,0.199536904,214.2855877,1.65914813,0.878631526,24.10237122,3.8,400.374939,387.3842468,20.04402351,21.07296371,78.8269577,82.87346649,1500.115967,0.205000713
T372,40.30310281,0.224157459,1420.95869,2.64670768,1.260410704,24.01610374,3.8,1802.906738,1760.156982,14.67721939,17.15055847,53.88912964,62.97028732,1500.483887,0.053768896
T374,8.298953298,0.090431317,226.6758689,1.154615005,1.301619072,25.32058144,3.7,400.0863342,383.919342,17.03331947,19.12770462,57.06266403,64.07897949,1500.105103,0.122098416
T374,27.52145239,0.059913361,976.8811878,0.845810199,1.424201312,25.62241364,3.7,1810.195801,1756.55249,16.96215248,18.49738693,56.59920502,61.72196198,1499.541138,0.18034786
T377,11.38269998,0.101298571,177.151501,0.949172832,0.958990185,24.38659668,5.7,400.0553589,366.6316833,18.12191963,20.77017784,64.47777557,73.90028381,1501.083984,0.184824675
T377,27.11507737,0.104785638,1272.208304,1.085381233,1.062008369,24.4124527,5.7,1807.504028,1724.936279,16.76827812,19.79868126,57.57115173,67.97554016,1499.5802,0.200511545
T376,6.90051469,0.058133908,180.0466898,0.715529911,1.240201365,25.4523468,5.9,400.0420837,378.8961792,17.91773605,19.98534775,59.88016129,66.79000854,1500.276855,0.113139853
T376,24.09799314,0.065746891,1107.663475,0.801147777,1.230290619,25.76574707,5.9,1809.147949,1733.981201,18.3727417,20.68660927,60.79872131,68.45572662,1499.960083,0.231870756
T378,9.210437589,0.087546828,200.6094045,1.223497231,1.426094767,24.76679039,4.1,399.867218,380.0450439,14.39357567,16.85791588,47.38284683,55.49531555,1499.999146,0.22403045
T378,31.81511149,0.089061486,1123.641977,1.302095039,1.493489915,24.74087906,4.1,1814.536743,1745.004639,13.52983665,16.14300728,44.55086899,53.15548325,1500.850952,0.17138584
T381,9.594629696,0.096249212,206.5836846,1.441993642,1.534615553,24.80053902,4.4,400.1121521,377.9173584,12.73853493,15.84493828,39.96257401,49.70780182,1499.626465,0.14113687
T381,31.66124572,0.089785388,1126.958686,1.366832667,1.554561858,25.38085747,4.4,1816.852905,1742.333984,13.79362106,16.73552132,42.69248962,51.79793167,1499.872314,0.048166104
T380,12.57333138,0.161364046,226.910271,1.903485287,1.23384382,24.43575287,5.6,400.442627,363.488678,12.93827343,18.14474106,42.84392548,60.08467484,1499.693115,0.217308521
T380,23.69513213,0.168411353,1471.48921,2.054762236,1.278689553,24.78912163,5.6,1816.964844,1740.984375,12.72915745,18.34864616,40.37057495,58.19280624,1499.636108,0.201629758
T382,13.5754588,0.146317661,207.988917,1.902010988,1.353005018,24.90113831,4.2,399.086853,369.2545776,13.91483402,17.81812096,43.39681244,55.57016754,1501.198486,0.280041248
T382,33.97272479,0.185305439,1394.155444,2.230141605,1.269576143,24.45671463,4.2,1814.768799,1735.69519,13.24630833,17.82310486,41.72654724,56.14369202,1501.219727,0.248680145
T402,33.86585285,0.051042916,1022.684688,0.856371999,1.694154204,25.17627716,6,2250.774902,2143.73999,12.42839909,14.95742989,39.29456711,47.29053879,1500.626099,0.067209832
T402,6.409511971,0.05411404,179.3679412,0.908608024,1.69739768,25.25460625,6,399.8522949,379.6019592,12.38731384,15.07034588,39.15455246,47.63523865,1501.342896,0.301317632
T401,6.094165041,0.053730512,189.3796907,0.975755322,1.834381287,25.42381859,5.5,400.0036621,382.2319641,11.41367054,14.05735683,35.93790817,44.26200867,1501.182983,0.213946253
T401,31.5401224,0.068871143,941.7359286,1.183463872,1.744848707,25.21595955,5.5,1819.414063,1727.13501,11.33950615,14.54401398,35.73958206,45.83947372,1501.077271,0.048166502
T403,6.589784978,0.061791275,198.8607964,0.895882914,1.469314673,24.86445999,6,400.283844,379.5064392,13.94010448,16.58167076,44.3433075,52.74609756,1500.269165,0.155700743
T403,27.14179938,0.092416439,1223.986394,1.261250168,1.397162713,24.91222,6,1828.211426,1740.248901,13.66276073,17.37874603,43.26125717,55.02741623,1500.832642,0.365174919
T406,10.85164631,0.105072657,197.4749337,1.739361146,1.716296922,24.80013466,4.2,399.9302673,375.7860413,10.34200859,13.94123268,28.94511795,39.01859283,1500.986572,0.200510547
T406,40.21213189,0.122252955,1136.142705,1.993796723,1.699859492,25.03726768,4.2,1812.051514,1720.46582,10.41633987,14.53958511,28.72313881,40.09302139,1501.459351,0.37302202
T405,29.97225262,0.328745241,1558.982709,4.230399015,1.433517629,24.79364395,4.5,1812.869751,1756.834351,10.46250439,16.69425583,28.41901016,45.34614563,1500.295898,0.117616653
T405,18.62080253,0.334738952,264.5061008,4.12127104,1.374856239,24.38043213,4.5,399.5437317,369.3666382,10.44505501,16.51730728,29.0453701,45.93095016,1499.984497,0.142260447
T407,10.31706096,0.122486316,224.7241518,1.910806328,1.625207101,25.15651131,5.1,400.2937927,372.1942749,10.6979847,15.49121666,29.41934967,42.60068893,1501.066406,0.136661306
T407,27.89971406,0.15887646,1398.589473,2.146357027,1.425113316,24.45808983,5.1,1808.977417,1728.432983,10.78565788,16.16638374,30.48757362,45.69715118,1500.371704,0.072810851
RH067,2.763179706,0.010894761,-16.50042493,0.141384392,1.245514156,27.41317177,6,400.2015686,394.5698547,24.26911926,24.5446434,79.47224426,80.37447357,1500.156006,0.248690113
RH067,7.556784112,0.012601078,797.5687107,0.122602713,0.936410742,25.55018044,6,1796.402954,1780.869507,23.57640076,23.81550789,83.27672577,84.12129974,1500.919067,0.157951817
RH066,3.508034744,0.025662664,166.9879376,0.32305383,1.220119804,25.38570023,6,400.3424683,393.0809631,19.97010612,20.6021595,68.69560242,70.86981964,1498.924072,0.265497863
RH066,9.896732926,0.018898348,916.4918002,0.235165942,1.201947701,25.8488102,6,1806.825073,1786.216553,21.2460289,21.70559311,72.18624878,73.74767303,1500.89856,0.157953456
RH068,0.878082973,0.012869798,282.4202834,0.148316255,1.111154869,25.02953529,6,400.1817322,398.3092957,20.7429657,21.0330677,79.62504578,80.73865509,1500.303589,0.293491572
RH068,4.917541464,0.019895221,1361.445494,0.243357702,1.182582865,25.03621292,6,1801.013062,1790.319702,19.84746742,20.32370758,73.5797348,75.34528351,1499.505859,0.187070817
RH096,0.42095203,0.013105892,335.2493489,0.271183306,2.008189731,25.27967834,6,400.1031799,399.0463867,11.85832882,12.3931942,38.05040741,39.76665497,1500.498535,0.215077296
RH096,4.413765918,0.012500131,1192.116425,0.248655195,1.931184906,24.80714798,6,1816.822388,1807.110596,11.77359295,12.26407528,38.21211243,39.8040123,1501.286865,0.109775633
RH118,8.482466864,0.09202195,223.8099641,1.243128857,1.342112816,25.74060059,6,400.0114441,382.1179199,17.59721756,20.030756,53.17882538,60.53298569,1499.82959,0.175866097
RH118,17.31079854,0.124490913,1497.720813,1.539914977,1.242745867,25.36447334,6,1802.021484,1762.02417,17.28147697,20.29495811,52.6619339,61.84493256,1500.564697,0.227393106
RH117,6.603236926,0.068787721,219.4440084,1.319293303,1.899285979,24.93644524,6,399.9023743,385.6979065,10.22297001,12.82411098,28.33707619,35.54718399,1499.066528,0.29123795
RH117,20.33115514,0.08530279,1324.769261,1.591667022,1.857547144,25.04201889,6,1809.412964,1763.202881,10.31177616,13.44788361,28.43406868,37.08168793,1499.745361,0.191547409
RH119,16.67583246,0.099089912,1452.582351,1.283417823,1.290080461,25.54543495,6,1802.052246,1764.217651,17.65746117,20.16950226,53.40924454,61.00751495,1499.857544,0.087375447
RH119,8.69186782,0.114964473,250.1950156,1.416779459,1.234131255,25.40410805,6,400.2452087,381.8023987,17.68508339,20.4572506,53.73688889,62.16024017,1500.481323,0.353975505
RH121,13.45867813,0.169892035,238.2934256,2.053504459,1.233652721,24.96617699,4.5,399.1228943,377.7987976,16.60414314,19.62005615,50.80569839,60.03385162,1500.596313,0.103056423
RH121,19.24047599,0.181139471,1558.940259,2.096941053,1.186179623,24.67553902,4.5,1805.075439,1770.692505,16.4707222,19.55039978,50.82241058,60.32513046,1500.22876,0.315879703
RH120,5.769054407,0.092050994,277.8977031,1.118684643,1.209086877,24.61855316,6,399.9938354,387.6062622,17.01576233,19.2070179,54.397892,61.40314484,1499.993652,0.234108835
RH120,17.34698587,0.096143559,1435.905447,1.121728098,1.162817126,24.2720623,6,1802.289551,1763.688232,16.83266258,19.03061104,54.32662201,61.4203949,1500.84082,0.285634011
RH122,10.92411703,0.187265279,277.8480058,2.247106492,1.231779154,24.89742851,4.3,400.0278015,383.1574097,16.35619736,19.51017189,48.1187439,57.39751053,1499.94812,0.155701026
RH122,17.28960759,0.248786143,1622.742261,2.750192503,1.157517238,24.82492447,4.3,1806.310669,1774.573975,16.26603127,20.12374306,47.7574234,59.08374786,1499.348877,0.182585791
RH123,11.55893373,0.290719629,298.697032,2.915938995,1.063154009,25.22333527,6,399.0240479,373.7573242,16.14596367,21.84349632,45.52230453,61.5860672,1499.473267,0.364047945
RH123,21.20919957,0.292624625,1597.058422,3.090493878,1.119308416,25.69284248,6,1807.25647,1754.068115,16.16386604,22.19947815,44.91750717,61.68976974,1498.88208,0.11313308
T146,14.383686,0.149067463,200.9969671,2.269467681,1.487519554,24.46798134,4,400.0042419,369.5830994,12.27575016,16.73524475,32.37285614,44.13315964,1500.33667,0.086250991
T146,36.7893486,0.181481492,1338.36995,2.730988347,1.485297524,24.81592178,4,1802.197754,1719.287964,12.07485294,17.43772888,31.28725433,45.18305206,1500.30896,0.329321384
T146,12.12320465,0.12462726,204.4166521,2.132609546,1.658659898,24.77385521,4,399.9451904,374.1234741,11.33977604,15.5354166,29.55670738,40.49248886,1501.357788,0.04704681
T146,42.02413188,0.139869206,1173.021789,2.283121158,1.590571561,24.46377754,4,1805.118896,1713.299683,11.15490627,15.64713669,29.4557972,41.31804276,1500.22876,0.203870893
T146,11.0654828,0.108223291,199.1791513,1.8879863,1.683938069,24.18582535,4,399.9353333,376.4070435,10.40988159,14.12871456,28.36950111,38.50423813,1500.610107,0.100811854
T146,38.85858999,0.123257095,1158.121255,2.093265727,1.647624818,24.14328957,4,1806.730835,1721.872314,10.30508995,14.42794704,27.75277328,38.85609436,1500.815186,0.178097248
T145,11.19658127,0.101595304,176.8663771,1.467080703,1.387727733,24.42001343,6,400.2262268,365.052002,13.37244701,17.69309044,36.38800049,48.14497757,1501.053467,0.146745354
T145,30.36599582,0.113478528,1222.009878,1.736374232,1.475347233,25.01909065,6,1801.679199,1701.821533,12.837883,17.94812202,33.22136688,46.4454422,1501.10437,0.197150812
T145,6.914384819,0.069947491,206.9955812,1.259297889,1.713251427,24.89431763,6,399.2315063,377.0825195,11.47996807,15.19730186,29.52416801,39.08440399,1500.949829,0.058248129
T145,23.44594279,0.081970764,1216.603078,1.388824873,1.619073242,24.57558632,6,1803.908813,1726.435059,11.46332645,15.56193542,29.61228561,40.19989014,1500.339355,0.206108123
T145,7.876328712,0.086843109,217.7157695,1.462095888,1.612463781,24.26520157,6,400.0706787,374.8186951,10.714921,15.03167439,28.93935585,40.59824753,1501.160889,0.032484379
T145,28.21011661,0.102931143,1221.838657,1.686936258,1.577742805,24.35761833,6,1806.844116,1713.637573,10.59673023,15.57358742,28.28998566,41.57665253,1501.229858,0.045926601
T147,7.050229229,0.109136928,269.6678129,1.908447494,1.68797461,24.29450798,3.6,399.9024353,385.9013367,10.91322994,14.29571152,29.54465675,38.70182419,1501.190796,0.034725461
T147,26.62477339,0.089036092,1216.885566,1.638661052,1.765080213,24.38999176,3.6,1806.131592,1753.085205,10.76093292,13.66751957,28.89727211,36.7025795,1500.050049,0.159061372
T147,19.38128769,0.24253554,219.0702669,3.299289527,1.372844102,23.40668678,3.6,400.0858154,363.0760498,10.09924507,15.93814564,27.77210617,43.82860947,1500.31311,0.236349463
T147,26.41249922,0.235364145,1518.557099,3.249547356,1.390328891,23.40199089,3.6,1807.228882,1749.50769,9.99327755,15.74493694,27.49543953,43.32051849,1500.916504,0.058246728
QL002,5.365220496,0.12539868,313.6794473,1.77381587,1.339330345,25.66581345,6,403.7612305,393.3487244,18.21211433,21.19390106,55.14492798,64.17355347,1498.582764,0.029033951
QL002,13.43487711,0.124246636,1547.108278,1.728126608,1.316429658,25.57434273,6,1794.026978,1765.714722,18.34342003,21.24811554,55.42243195,64.19861603,1498.526611,0.062073287
QL001,4.068996827,0.106353738,322.1486336,1.44735531,1.281339717,24.73763847,6,400.5719299,393.6143494,17.77843857,19.90611267,56.83504105,63.63689804,1499.696655,0.010011857
QL001,10.13519232,0.048977343,1418.475105,0.759448219,1.428382213,25.22251129,6,1815.274414,1795.529175,18.03057098,19.30948067,55.08389664,58.99100113,1499.984985,0.121145993
QL003,3.840917898,0.039507982,231.9292943,0.579035292,1.345529039,24.90989876,6,405.1595154,397.0099182,18.42354584,19.56007957,61.56013107,65.35772705,1499.517944,0.058067665
QL003,14.8687816,0.04110321,1144.645538,0.564915786,1.263318458,24.41740417,6,1795.585938,1763.822388,18.34753418,19.45654106,61.98140335,65.72783661,1500.890381,0.267316639
QL006,4.344798735,0.072331053,287.9325662,1.004585989,1.291734213,24.64952469,6,401.2430115,394.1325684,18.13340378,19.6105938,59.10286713,63.91752243,1498.692383,0.170203656
QL006,14.05675953,0.073419309,1432.943732,0.93682032,1.18793384,24.066782,6,1807.425659,1780.420288,18.00094223,19.57832527,58.74814606,63.89611435,1499.128662,0.003003596
QL005,8.586686227,0.167727498,290.8087501,1.757784941,1.009306063,24.15625572,6,401.8271484,383.2911987,18.23694992,21.67910767,62.0163269,73.72167969,1499.769287,0.142169088
QL005,22.24708624,0.160230803,1489.307257,1.870473724,1.121427806,24.40870094,6,1793.606323,1755.30957,18.21886444,20.96583939,59.40242386,68.35890961,1500.275269,0.080095865
QL007,5.268925263,0.128685644,314.5702199,1.834800902,1.35226171,25.62348747,6,401.5835571,391.3035583,17.87495804,20.95943451,55.68704605,65.29631805,1499.228394,0.088103883
QL007,15.25060468,0.127012342,1537.422126,1.794368102,1.339417191,25.47005463,6,1808.426147,1776.761963,17.75795174,20.7753334,56.51594162,66.11897278,1499.609009,0.211255297
QL010,4.351866282,0.092979336,309.1934006,1.163552981,1.173778786,24.10120201,6,401.9298401,393.6691589,17.83506393,19.79382515,55.8888092,62.02687836,1498.63916,0.0670771
QL010,10.2233966,0.087985111,1560.045158,1.160742787,1.234635953,24.4186039,6,1808.933228,1787.810913,17.8087635,19.76289368,55.29264832,61.35983276,1500.425049,0.114134543
QL009,10.43615911,0.179404419,276.6668161,2.227116751,1.199977391,25.07648277,6,401.6556396,382.2716675,17.71969032,21.46221542,55.66344833,67.41996765,1499.977905,0.016019085
